biden_approval,vote2016,vote2020,gss_trust,gss_bible,gss_spanking,social_none,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,gender,race,education,income,urban_rural,state,age,region,voted2016,voted2020,race_white,college,noncollege_white
Approve,Other,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Utah,25-44,Mountains,True,True,True,True,False
Strongly disapprove,Donald Trump,Donald Trump,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Urban,Arizona,25-44,Southwest,True,True,True,True,False
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat agree,False,False,True,True,True,False,Male,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Suburban,North Carolina,45-64,Southeast,False,False,True,True,False
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,False,True,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,New Jersey,45-64,Northeast,True,True,True,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Illinois,25-44,Midwest,True,True,True,True,False
Strongly disapprove,Did not vote,Did not vote,Can't be too careful,Inspired word,Agree,False,True,False,True,False,False,Female,White or Caucasian,Graduated from college,"Under $15,000",Urban,California,45-64,Pacific,False,False,True,True,False
Strongly approve,Other,Joe Biden,Can trust,Inspired word,Disagree,False,True,True,True,False,False,Male,White or Caucasian,Less than high school,"Between $15,000 and $49,999",Suburban,West Virginia,25-44,South,True,True,True,False,True
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Agree,False,True,False,True,False,False,Female,White or Caucasian,Graduated from high school,"Under $15,000",Urban,Wisconsin,25-44,Midwest,True,True,True,False,True
Neither approve nor disapprove,Hillary Clinton,Did not vote,Can't be too careful,Book of fables,Disagree,False,True,False,True,False,True,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Rural,Texas,25-44,South,True,False,True,True,False
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,False,False,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Rural,California,25-44,Pacific,True,True,True,False,True
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,True,True,True,False,False,Male,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Suburban,Maryland,45-64,Northeast,True,True,True,True,False
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,True,True,True,Female,White or Caucasian,Graduated from college,"Under $15,000",Urban,Oregon,45-64,Pacific,True,True,True,True,False
Somewhat approve,Donald Trump,Joe Biden,Can trust,Inspired word,Somewhat agree,False,False,False,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Urban,Florida,45-64,Southeast,True,True,True,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,False,True,False,True,Other,White or Caucasian,Graduated from high school,"Under $15,000",Suburban,Colorado,25-44,Southwest,True,True,True,False,True
Neither approve nor disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Don't know,False,True,True,False,False,False,Male,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Suburban,Ohio,65+,Midwest,True,True,True,True,False
Disapprove,Donald Trump,Donald Trump,Can't be too careful,Word of God,Somewhat agree,False,True,False,False,False,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Rural,Pennsylvania,25-44,Midwest,True,True,True,True,False
Disapprove,Other,Other,Don’t know,Book of fables,Disagree,False,False,True,True,False,False,Male,Hispanic or Latino,Graduated from high school,"Between $50,000 and $74,999",Suburban,Texas,18-24,South,True,True,False,False,False
Somewhat approve,Other,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,True,False,True,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Rural,Alabama,45-64,South,True,True,True,True,False
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,False,True,True,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Suburban,Texas,25-44,South,False,True,True,True,False
Somewhat disapprove,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Disagree,False,True,True,True,False,False,Male,Hispanic or Latino,"Some college, no degree","Between $15,000 and $49,999",Urban,New York,25-44,Northeast,True,True,False,True,False
Disapprove,Donald Trump,Donald Trump,Can trust,Book of fables,Disagree,False,True,True,False,False,False,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Rural,Iowa,45-64,Midwest,True,True,True,True,False
Neither approve nor disapprove,Did not vote,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,True,True,True,True,False,Male,Other,"Some college, no degree","Between $15,000 and $49,999",Suburban,California,25-44,Pacific,False,True,False,True,False
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Somewhat disagree,False,False,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $100,000 and $150,000",Suburban,Ohio,25-44,Midwest,True,True,True,True,False
Somewhat approve,Other,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Georgia,25-44,Southeast,True,True,True,True,False
Strongly approve,Hillary Clinton,Joe Biden,Can trust,I don’t know,Somewhat agree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Texas,25-44,South,True,True,True,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,False,False,False,Male,White or Caucasian,Graduated from college,"Under $15,000",Urban,North Carolina,25-44,Southeast,True,True,True,True,False
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,False,True,False,False,False,Male,Asian or Asian American,Completed graduate school,"Between $75,000 and $99,999",Suburban,New Jersey,45-64,Northeast,True,True,False,True,False
Somewhat disapprove,Other,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Texas,25-44,South,True,True,True,True,False
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,True,False,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Georgia,25-44,Southeast,True,True,True,True,False
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Inspired word,Don't know,False,False,True,True,True,False,Male,Asian or Asian American,"Some college, no degree","Over $150,000",Suburban,Indiana,18-24,Midwest,False,False,False,True,False
Neither approve nor disapprove,Other,Joe Biden,Don’t know,Book of fables,Somewhat agree,False,True,True,False,False,False,Female,White or Caucasian,Completed graduate school,"Over $150,000",Suburban,Maryland,25-44,Northeast,True,True,True,True,False
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Word of God,Agree,False,True,False,False,False,True,Female,White or Caucasian,"Some college, no degree","Under $15,000",Rural,Kentucky,45-64,South,True,True,True,True,False
Somewhat approve,Donald Trump,Other,Can trust,Inspired word,Disagree,False,True,False,True,False,False,Male,White or Caucasian,"Some college, no degree","Between $75,000 and $99,999",Suburban,Minnesota,45-64,Midwest,True,True,True,True,False
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,True,True,True,Female,Black or African American,Graduated from college,"Between $15,000 and $49,999",Urban,Rhode Island,18-24,Northeast,True,True,False,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,True,True,False,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,California,25-44,Pacific,True,True,True,True,False
Somewhat approve,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Somewhat agree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Urban,New York,25-44,Northeast,True,True,True,True,False
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,True,False,False,Female,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Urban,Oregon,18-24,Pacific,True,True,True,True,False
Neither approve nor disapprove,Did not vote,Other,Can't be too careful,I don’t know,Disagree,False,True,False,False,False,False,Male,Hispanic or Latino,"Some college, no degree","Between $50,000 and $74,999",Suburban,Connecticut,18-24,Northeast,False,True,False,True,False
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,True,False,False,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Urban,Missouri,25-44,South,True,True,True,True,False
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,True,False,False,False,False,False,Male,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Suburban,Nevada,45-64,Southwest,True,True,True,True,False
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,True,True,False,False,Female,White or Caucasian,Graduated from high school,"Under $15,000",Suburban,Florida,25-44,Southeast,False,True,True,False,True
Somewhat disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Agree,False,True,False,False,True,False,Female,White or Caucasian,Graduated from high school,"Under $15,000",Rural,Virginia,25-44,South,True,True,True,False,True
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Book of fables,Don't know,True,False,False,False,False,False,Female,Black or African American,Graduated from high school,"Under $15,000",Urban,Florida,25-44,Southeast,False,False,False,False,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,True,True,True,False,False,Male,White or Caucasian,"Some college, no degree","Between $100,000 and $150,000",Suburban,Missouri,45-64,South,True,True,True,True,False
Strongly disapprove,Donald Trump,Donald Trump,Don’t know,Book of fables,Agree,False,True,False,False,False,False,Male,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Texas,25-44,South,True,True,True,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,I don’t know,Somewhat agree,False,False,True,True,False,True,Female,Black or African American,Graduated from college,"Between $15,000 and $49,999",Urban,Ohio,45-64,Midwest,True,True,False,True,False
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Agree,False,True,True,True,True,True,Male,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Rural,Texas,25-44,South,True,True,True,True,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,False,False,False,Female,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Illinois,25-44,Midwest,True,True,True,True,False
Somewhat disapprove,Did not vote,Joe Biden,Can trust,Inspired word,Don't know,False,True,True,True,True,False,Male,Asian or Asian American,"Some college, no degree","Between $15,000 and $49,999",Suburban,Massachusetts,18-24,Northeast,False,True,False,True,False
Somewhat disapprove,Did not vote,Joe Biden,Can't be too careful,Inspired word,Somewhat agree,False,True,False,True,True,False,Female,Asian or Asian American,"Some college, no degree","Between $15,000 and $49,999",Urban,Massachusetts,18-24,Northeast,False,True,False,True,False
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,True,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,Pennsylvania,25-44,Midwest,True,True,True,True,False
Somewhat approve,Hillary Clinton,Did not vote,Can't be too careful,Book of fables,Disagree,False,True,True,True,False,True,Female,Black or African American,Graduated from college,"Between $50,000 and $74,999",Suburban,North Carolina,45-64,Southeast,True,False,False,True,False
Somewhat disapprove,Did not vote,Other,Can trust,Inspired word,Somewhat disagree,False,True,True,True,False,False,Male,White or Caucasian,"Some college, no degree","Between $100,000 and $150,000",Rural,Wisconsin,25-44,Midwest,False,True,True,True,False
Somewhat approve,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Disagree,False,True,False,True,False,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,New York,25-44,Northeast,True,True,True,True,False
