date;empresa;candidato;turno;voto;amostra
2021-09-19;Ipec;Bolsonaro;;;
2021-09-19;Ipec;Branco/Nulo;;;
2021-09-19;Ipec;Ciro;;;
2021-09-19;Ipec;Doria;;;
2021-09-19;Ipec;Indecisos;;;
2021-09-19;Ipec;Lula;;;
2021-09-26;Ipec;Bolsonaro;1.0;0.23;2002.0
2021-09-26;Ipec;Branco/Nulo;1.0;0.1;2002.0
2021-09-26;Ipec;Ciro;1.0;0.08;2002.0
2021-09-26;Ipec;Doria;1.0;0.03;2002.0
2021-09-26;Ipec;Indecisos;1.0;0.04;2002.0
2021-09-26;Ipec;Lula;1.0;0.48;2002.0
2021-09-26;Ipec;Moro;1.0;0.05;2002.0
2021-06-06;Ipespe;Branco/Nulo;1.0;0.15;1000.0
2021-06-13;Ipespe;Bolsonaro;1.0;0.28;1000.0
2021-06-13;Ipespe;Branco/Nulo;;;
2021-06-13;Ipespe;Ciro;1.0;0.06;1000.0
2021-06-13;Ipespe;Doria;1.0;0.03;1000.0
2021-06-13;Ipespe;Lula;1.0;0.32;1000.0
2021-06-13;Ipespe;Moro;1.0;0.07;1000.0
2021-06-20;Ipespe;Bolsonaro;;;
2021-06-20;Ipespe;Branco/Nulo;;;
2021-06-20;Ipespe;Ciro;;;
2021-06-20;Ipespe;Doria;;;
2021-06-20;Ipespe;Lula;;;
2021-06-20;Ipespe;Moro;;;
2021-06-27;Ipespe;Bolsonaro;;;
2021-06-27;Ipespe;Branco/Nulo;;;
2021-06-27;Ipespe;Ciro;;;
2021-06-27;Ipespe;Doria;;;
2021-06-27;Ipespe;Lula;;;
2021-06-27;Ipespe;Moro;;;
2021-07-04;Ipespe;Bolsonaro;;;
2021-07-04;Ipespe;Branco/Nulo;;;
2021-07-04;Ipespe;Ciro;;;
2021-07-04;Ipespe;Doria;;;
2021-07-04;Ipespe;Lula;;;
2021-07-04;Ipespe;Moro;;;
2021-07-11;Ipespe;Bolsonaro;1.0;0.26;1000.0
2021-07-11;Ipespe;Branco/Nulo;1.0;0.11;1000.0
2021-07-11;Ipespe;Ciro;1.0;0.1;1000.0
2021-07-11;Ipespe;Doria;1.0;0.02;1000.0
2021-07-11;Ipespe;Eduardo Leite;1.0;0.04;1000.0
2021-07-11;Ipespe;Lula;1.0;0.38;1000.0
2021-07-11;Ipespe;Moro;1.0;0.09;1000.0
2021-07-18;Ipespe;Bolsonaro;;;
2021-07-18;Ipespe;Branco/Nulo;;;
2021-07-18;Ipespe;Ciro;;;
2021-07-18;Ipespe;Doria;;;
2021-07-18;Ipespe;Eduardo Leite;;;
2021-07-18;Ipespe;Lula;;;
2021-07-18;Ipespe;Moro;;;
2021-07-25;Ipespe;Bolsonaro;;;
2021-07-25;Ipespe;Branco/Nulo;;;
2021-07-25;Ipespe;Ciro;;;
2021-07-25;Ipespe;Doria;;;
2021-07-25;Ipespe;Eduardo Leite;;;
2021-07-25;Ipespe;Lula;;;
2021-07-25;Ipespe;Moro;;;
2021-08-01;Ipespe;Bolsonaro;;;
2021-08-01;Ipespe;Branco/Nulo;;;
2021-08-01;Ipespe;Ciro;;;
2021-08-01;Ipespe;Doria;;;
2021-08-01;Ipespe;Eduardo Leite;;;
2021-08-01;Ipespe;Lula;;;
2021-08-01;Ipespe;Moro;;;
2021-08-08;Ipespe;Bolsonaro;;;
2021-08-08;Ipespe;Branco/Nulo;;;
2021-08-08;Ipespe;Ciro;;;
2021-08-08;Ipespe;Doria;;;
2021-08-08;Ipespe;Eduardo Leite;;;
2021-08-08;Ipespe;Lula;;;
2021-08-08;Ipespe;Moro;;;
2021-08-15;Ipespe;Bolsonaro;;;
2021-08-15;Ipespe;Branco/Nulo;;;
2021-08-15;Ipespe;Ciro;;;
2021-08-15;Ipespe;Doria;;;
2021-08-15;Ipespe;Eduardo Leite;;;
2021-08-15;Ipespe;Lula;;;
2021-08-15;Ipespe;Moro;;;
2021-08-22;Ipespe;Bolsonaro;;;
2021-08-22;Ipespe;Branco/Nulo;;;
2021-08-22;Ipespe;Ciro;;;
2021-08-22;Ipespe;Doria;;;
2021-08-22;Ipespe;Eduardo Leite;;;
2021-08-22;Ipespe;Lula;;;
2021-08-22;Ipespe;Moro;;;
2021-08-29;Ipespe;Bolsonaro;;;
2021-08-29;Ipespe;Branco/Nulo;;;
2021-08-29;Ipespe;Ciro;;;
2021-08-29;Ipespe;Doria;;;
2021-08-29;Ipespe;Eduardo Leite;;;
2021-08-29;Ipespe;Lula;;;
2021-08-29;Ipespe;Moro;;;
2021-09-05;Ipespe;Bolsonaro;;;
2021-09-05;Ipespe;Branco/Nulo;;;
2021-09-05;Ipespe;Ciro;;;
2021-09-05;Ipespe;Doria;;;
2021-09-05;Ipespe;Eduardo Leite;;;
2021-09-05;Ipespe;Lula;;;
2021-09-05;Ipespe;Moro;;;
2021-09-12;Ipespe;Bolsonaro;;;
2021-09-12;Ipespe;Branco/Nulo;;;
2021-09-12;Ipespe;Ciro;;;
2021-09-12;Ipespe;Doria;;;
2021-09-12;Ipespe;Eduardo Leite;;;
2021-09-12;Ipespe;Lula;;;
2021-09-12;Ipespe;Moro;;;
2021-09-19;Ipespe;Bolsonaro;;;
2021-09-19;Ipespe;Branco/Nulo;;;
2021-09-19;Ipespe;Ciro;;;
2021-09-19;Ipespe;Doria;;;
2021-09-19;Ipespe;Eduardo Leite;;;
2021-09-19;Ipespe;Lula;;;
2021-09-19;Ipespe;Moro;;;
2021-09-26;Ipespe;Bolsonaro;;;
2021-09-26;Ipespe;Branco/Nulo;;;
2021-09-26;Ipespe;Ciro;;;
2021-09-26;Ipespe;Doria;;;
2021-09-26;Ipespe;Eduardo Leite;;;
2021-09-26;Ipespe;Lula;;;
2021-09-26;Ipespe;Moro;;;
2021-10-03;Ipespe;Bolsonaro;;;
2021-10-03;Ipespe;Branco/Nulo;;;
2021-10-03;Ipespe;Ciro;;;
2021-10-03;Ipespe;Doria;;;
2021-10-03;Ipespe;Eduardo Leite;;;
2021-10-03;Ipespe;Lula;;;
2021-10-03;Ipespe;Moro;;;
2021-10-10;Ipespe;Bolsonaro;;;
2021-10-10;Ipespe;Branco/Nulo;;;
2021-10-10;Ipespe;Ciro;;;
2021-10-10;Ipespe;Doria;;;
2021-10-10;Ipespe;Eduardo Leite;;;
2021-10-10;Ipespe;Lula;;;
2021-10-10;Ipespe;Moro;;;
2021-10-17;Ipespe;Bolsonaro;;;
2021-10-17;Ipespe;Branco/Nulo;;;
2021-10-17;Ipespe;Ciro;;;
2021-10-17;Ipespe;Doria;;;
2021-10-17;Ipespe;Eduardo Leite;;;
2021-10-17;Ipespe;Lula;;;
2021-10-17;Ipespe;Moro;;;
2021-10-24;Ipespe;Bolsonaro;;;
2021-10-24;Ipespe;Branco/Nulo;;;
2021-10-24;Ipespe;Ciro;;;
2021-10-24;Ipespe;Doria;;;
2021-10-24;Ipespe;Eduardo Leite;;;
2021-10-24;Ipespe;Lula;;;
2021-10-24;Ipespe;Moro;;;
2021-10-31;Ipespe;Bolsonaro;1.0;0.25;1000.0
2021-10-31;Ipespe;Branco/Nulo;1.0;0.03;1000.0
2021-10-31;Ipespe;Ciro;1.0;0.09;1000.0
2021-10-31;Ipespe;Doria;1.0;0.04;1000.0
2021-10-31;Ipespe;Eduardo Leite;1.0;0.03;1000.0
2021-10-31;Ipespe;Indecisos;1.0;0.02;1000.0
2021-10-31;Ipespe;Lula;1.0;0.41;1000.0
2021-10-31;Ipespe;Moro;1.0;0.08;1000.0
2021-07-11;Orbis;Bolsonaro;1.0;0.335;2992.0
2021-07-11;Orbis;Branco/Nulo;1.0;0.045;2992.0
2021-07-11;Orbis;Ciro;1.0;0.068;2992.0
2021-07-11;Orbis;Doria;1.0;0.031;2992.0
2021-07-11;Orbis;Indecisos;1.0;0.059;2992.0
2021-07-11;Orbis;Lula;1.0;0.357;2992.0
2021-07-11;Orbis;Moro;1.0;0.08;2992.0
2021-03-07;Paraná;Bolsonaro;1.0;0.319;2080.0
2021-03-07;Paraná;Branco/Nulo;1.0;0.125;2080.0
2021-03-07;Paraná;Ciro;1.0;0.1;2080.0
2021-03-07;Paraná;Doria;1.0;0.053;2080.0
2021-03-07;Paraná;Indecisos;1.0;0.043;2080.0
2021-03-07;Paraná;Moro;1.0;0.115;2080.0
2021-03-14;Paraná;Bolsonaro;;;
2021-03-14;Paraná;Branco/Nulo;;;
2021-03-14;Paraná;Ciro;;;
2021-03-14;Paraná;Doria;;;
2021-03-14;Paraná;Indecisos;;;
2021-03-14;Paraná;Moro;;;
2021-03-21;Paraná;Bolsonaro;;;
2021-03-21;Paraná;Branco/Nulo;;;
2021-03-21;Paraná;Ciro;;;
2021-03-21;Paraná;Doria;;;
2021-03-21;Paraná;Indecisos;;;
2021-03-21;Paraná;Moro;;;
2021-03-28;Paraná;Bolsonaro;;;
2021-03-28;Paraná;Branco/Nulo;;;
2021-03-28;Paraná;Ciro;;;
2021-03-28;Paraná;Doria;;;
2021-03-28;Paraná;Indecisos;;;
2021-03-28;Paraná;Moro;;;
2021-04-04;Paraná;Bolsonaro;;;
2021-04-04;Paraná;Branco/Nulo;;;
2021-04-04;Paraná;Ciro;;;
2021-04-04;Paraná;Doria;;;
2021-04-04;Paraná;Indecisos;;;
2021-04-04;Paraná;Moro;;;
2021-04-11;Paraná;Bolsonaro;;;
2021-04-11;Paraná;Branco/Nulo;;;
2021-04-11;Paraná;Ciro;;;
2021-04-11;Paraná;Doria;;;
2021-04-11;Paraná;Indecisos;;;
2021-04-11;Paraná;Moro;;;
2021-04-18;Paraná;Bolsonaro;;;
2021-04-18;Paraná;Branco/Nulo;;;
2021-04-18;Paraná;Ciro;;;
2021-04-18;Paraná;Doria;;;
2021-04-18;Paraná;Indecisos;;;
2021-04-18;Paraná;Moro;;;
2021-04-25;Paraná;Bolsonaro;;;
2021-04-25;Paraná;Branco/Nulo;;;
2021-04-25;Paraná;Ciro;;;
2021-04-25;Paraná;Doria;;;
2021-04-25;Paraná;Indecisos;;;
2021-04-25;Paraná;Moro;;;
2021-05-02;Paraná;Bolsonaro;;;
2021-05-02;Paraná;Branco/Nulo;;;
2021-05-02;Paraná;Ciro;;;
2021-05-02;Paraná;Doria;;;
2021-05-02;Paraná;Indecisos;;;
2021-05-02;Paraná;Moro;;;
2021-05-09;Paraná;Bolsonaro;;;
2021-05-09;Paraná;Branco/Nulo;;;
2021-05-09;Paraná;Ciro;;;
2021-05-09;Paraná;Doria;;;
2021-05-09;Paraná;Indecisos;;;
2021-05-09;Paraná;Moro;;;
2021-05-16;Paraná;Bolsonaro;;;
2021-05-16;Paraná;Branco/Nulo;;;
2021-05-16;Paraná;Ciro;;;
2021-05-16;Paraná;Doria;;;
2021-05-16;Paraná;Indecisos;;;
2021-05-16;Paraná;Moro;;;
2021-05-23;Paraná;Bolsonaro;;;
2021-05-23;Paraná;Branco/Nulo;;;
2021-05-23;Paraná;Ciro;;;
2021-05-23;Paraná;Doria;;;
2021-05-23;Paraná;Indecisos;;;
2021-05-23;Paraná;Moro;;;
2021-05-30;Paraná;Bolsonaro;;;
2021-05-30;Paraná;Branco/Nulo;;;
2021-05-30;Paraná;Ciro;;;
2021-05-30;Paraná;Doria;;;
2021-05-30;Paraná;Indecisos;;;
2021-05-30;Paraná;Moro;;;
2021-06-06;Paraná;Bolsonaro;;;
2021-06-06;Paraná;Branco/Nulo;;;
2021-06-06;Paraná;Ciro;;;
2021-06-06;Paraná;Doria;;;
2021-06-06;Paraná;Indecisos;;;
2021-06-06;Paraná;Moro;;;
2021-06-13;Paraná;Bolsonaro;;;
2021-06-13;Paraná;Branco/Nulo;;;
2021-06-13;Paraná;Ciro;;;
2021-06-13;Paraná;Doria;;;
2021-06-13;Paraná;Indecisos;;;
2021-06-13;Paraná;Moro;;;
2021-06-20;Paraná;Bolsonaro;;;
2021-06-20;Paraná;Branco/Nulo;;;
2021-06-20;Paraná;Ciro;;;
2021-06-20;Paraná;Doria;;;
2021-06-20;Paraná;Indecisos;;;
2021-06-20;Paraná;Moro;;;
2021-06-27;Paraná;Bolsonaro;;;
2021-06-27;Paraná;Branco/Nulo;;;
2021-06-27;Paraná;Ciro;;;
2021-06-27;Paraná;Doria;;;
2021-06-27;Paraná;Indecisos;;;
2021-06-27;Paraná;Moro;;;
2021-07-04;Paraná;Bolsonaro;;;
2021-07-04;Paraná;Branco/Nulo;;;
2021-07-04;Paraná;Ciro;;;
2021-07-04;Paraná;Doria;;;
2021-07-04;Paraná;Indecisos;;;
2021-07-04;Paraná;Moro;;;
2021-07-11;Paraná;Bolsonaro;;;
2021-07-11;Paraná;Branco/Nulo;;;
2021-07-11;Paraná;Ciro;;;
2021-07-11;Paraná;Doria;;;
2021-07-11;Paraná;Indecisos;;;
2021-07-11;Paraná;Moro;;;
2021-07-18;Paraná;Bolsonaro;;;
2021-07-18;Paraná;Branco/Nulo;;;
2021-07-18;Paraná;Ciro;;;
2021-07-18;Paraná;Doria;;;
2021-07-18;Paraná;Indecisos;;;
2021-07-18;Paraná;Moro;;;
2021-07-25;Paraná;Bolsonaro;;;
2021-07-25;Paraná;Branco/Nulo;;;
2021-07-25;Paraná;Ciro;;;
2021-07-25;Paraná;Doria;;;
2021-07-25;Paraná;Indecisos;;;
2021-07-25;Paraná;Moro;;;
2021-08-01;Paraná;Bolsonaro;;;
2021-08-01;Paraná;Branco/Nulo;;;
2021-08-01;Paraná;Ciro;;;
2021-08-01;Paraná;Doria;;;
2021-08-01;Paraná;Indecisos;;;
2021-08-01;Paraná;Moro;;;
2021-08-08;Paraná;Bolsonaro;;;
2021-08-08;Paraná;Branco/Nulo;;;
2021-08-08;Paraná;Ciro;;;
2021-08-08;Paraná;Doria;;;
2021-08-08;Paraná;Indecisos;;;
2021-08-08;Paraná;Moro;;;
2021-08-15;Paraná;Bolsonaro;;;
2021-08-15;Paraná;Branco/Nulo;;;
2021-08-15;Paraná;Ciro;;;
2021-08-15;Paraná;Doria;;;
2021-08-15;Paraná;Indecisos;;;
2021-08-15;Paraná;Moro;;;
2021-08-22;Paraná;Bolsonaro;;;
2021-08-22;Paraná;Branco/Nulo;;;
2021-08-22;Paraná;Ciro;;;
2021-08-22;Paraná;Doria;;;
2021-08-22;Paraná;Indecisos;;;
2021-08-22;Paraná;Moro;;;
2021-08-29;Paraná;Bolsonaro;;;
2021-08-29;Paraná;Branco/Nulo;;;
2021-08-29;Paraná;Ciro;;;
2021-08-29;Paraná;Doria;;;
2021-08-29;Paraná;Indecisos;;;
2021-08-29;Paraná;Moro;;;
2021-09-05;Paraná;Bolsonaro;;;
2021-09-05;Paraná;Branco/Nulo;;;
2021-09-05;Paraná;Ciro;;;
2021-09-05;Paraná;Doria;;;
2021-09-05;Paraná;Indecisos;;;
2021-09-05;Paraná;Moro;;;
2021-09-12;Paraná;Bolsonaro;;;
2021-09-12;Paraná;Branco/Nulo;;;
2021-09-12;Paraná;Ciro;;;
2021-09-12;Paraná;Doria;;;
2021-09-12;Paraná;Indecisos;;;
2021-09-12;Paraná;Moro;;;
2021-09-19;Paraná;Bolsonaro;;;
2021-09-19;Paraná;Branco/Nulo;;;
2021-09-19;Paraná;Ciro;;;
2021-09-19;Paraná;Doria;;;
2021-09-19;Paraná;Indecisos;;;
2021-09-19;Paraná;Moro;;;
2021-09-26;Paraná;Bolsonaro;;;
2021-09-26;Paraná;Branco/Nulo;;;
2021-09-26;Paraná;Ciro;;;
2021-09-26;Paraná;Doria;;;
2021-09-26;Paraná;Indecisos;;;
2021-09-26;Paraná;Moro;;;
2021-10-03;Paraná;Bolsonaro;;;
2021-10-03;Paraná;Branco/Nulo;;;
2021-10-03;Paraná;Ciro;;;
2021-10-03;Paraná;Doria;;;
2021-10-03;Paraná;Indecisos;;;
2021-10-03;Paraná;Moro;;;
2021-10-10;Paraná;Bolsonaro;;;
2021-10-10;Paraná;Branco/Nulo;;;
2021-10-10;Paraná;Ciro;;;
2021-10-10;Paraná;Doria;;;
2021-10-10;Paraná;Indecisos;;;
2021-10-10;Paraná;Moro;;;
2021-10-17;Paraná;Bolsonaro;;;
2021-10-17;Paraná;Branco/Nulo;;;
2021-10-17;Paraná;Ciro;;;
2021-10-17;Paraná;Doria;;;
2021-10-17;Paraná;Indecisos;;;
2021-10-17;Paraná;Moro;;;
2021-10-24;Paraná;Bolsonaro;;;
2021-10-24;Paraná;Branco/Nulo;;;
2021-10-24;Paraná;Ciro;;;
2021-10-24;Paraná;Doria;;;
2021-10-24;Paraná;Indecisos;;;
2021-10-24;Paraná;Moro;;;
2021-10-31;Paraná;Bolsonaro;;;
2021-10-31;Paraná;Branco/Nulo;;;
2021-10-31;Paraná;Ciro;;;
2021-10-31;Paraná;Doria;;;
2021-10-31;Paraná;Indecisos;;;
2021-10-31;Paraná;Moro;;;
2021-11-07;Paraná;Bolsonaro;;;
2021-11-07;Paraná;Branco/Nulo;;;
2021-11-07;Paraná;Ciro;;;
2021-11-07;Paraná;Doria;;;
2021-11-07;Paraná;Indecisos;;;
2021-11-07;Paraná;Moro;;;
2021-11-14;Paraná;Bolsonaro;;;
2021-11-14;Paraná;Branco/Nulo;;;
2021-11-14;Paraná;Ciro;;;
2021-11-14;Paraná;Doria;;;
2021-11-14;Paraná;Indecisos;;;
2021-11-14;Paraná;Moro;;;
2021-11-21;Paraná;Bolsonaro;1.0;0.292;2020.0
2021-11-21;Paraná;Branco/Nulo;1.0;0.099;2020.0
2021-11-21;Paraná;Ciro;1.0;0.061;2020.0
2021-11-21;Paraná;Doria;1.0;0.031;2020.0
2021-11-21;Paraná;Eduardo Leite;1.0;0.016;2020.0
2021-11-21;Paraná;Indecisos;1.0;0.035;2020.0
2021-11-21;Paraná;Lula;1.0;0.349;2020.0
2021-11-21;Paraná;Moro;1.0;0.107;2020.0
2020-12-27;PoderData;Bolsonaro;1.0;0.36;2500.0
2020-12-27;PoderData;Branco/Nulo;1.0;0.07;2500.0
2020-12-27;PoderData;Doria;1.0;0.03;2500.0
2020-12-27;PoderData;Indecisos;1.0;0.05;2500.0
2020-12-27;PoderData;Moro;1.0;0.07;2500.0
2021-01-03;PoderData;Bolsonaro;;;
2021-01-03;PoderData;Branco/Nulo;;;
2021-01-03;PoderData;Doria;;;
2021-01-03;PoderData;Indecisos;;;
2021-01-03;PoderData;Moro;;;
2021-01-10;PoderData;Bolsonaro;;;
2021-01-10;PoderData;Branco/Nulo;;;
2021-01-10;PoderData;Doria;;;
2021-01-10;PoderData;Indecisos;;;
2021-01-10;PoderData;Moro;;;
2021-01-17;PoderData;Bolsonaro;;;
2021-01-17;PoderData;Branco/Nulo;;;
2021-01-17;PoderData;Doria;;;
2021-01-17;PoderData;Indecisos;;;
2021-01-17;PoderData;Moro;;;
2021-01-24;PoderData;Bolsonaro;;;
2021-01-24;PoderData;Branco/Nulo;;;
2021-01-24;PoderData;Doria;;;
2021-01-24;PoderData;Indecisos;;;
2021-01-24;PoderData;Moro;;;
2021-01-31;PoderData;Bolsonaro;;;
2021-01-31;PoderData;Branco/Nulo;;;
2021-01-31;PoderData;Doria;;;
2021-01-31;PoderData;Indecisos;;;
2021-01-31;PoderData;Moro;;;
2021-02-07;PoderData;Bolsonaro;;;
2021-02-07;PoderData;Branco/Nulo;;;
2021-02-07;PoderData;Doria;;;
2021-02-07;PoderData;Indecisos;;;
2021-02-07;PoderData;Moro;;;
2021-02-14;PoderData;Bolsonaro;;;
2021-02-14;PoderData;Branco/Nulo;;;
2021-02-14;PoderData;Doria;;;
2021-02-14;PoderData;Indecisos;;;
2021-02-14;PoderData;Moro;;;
2021-02-21;PoderData;Bolsonaro;;;
2021-02-21;PoderData;Branco/Nulo;;;
2021-02-21;PoderData;Doria;;;
2021-02-21;PoderData;Indecisos;;;
2021-02-21;PoderData;Moro;;;
2021-02-28;PoderData;Bolsonaro;;;
2021-02-28;PoderData;Branco/Nulo;;;
2021-02-28;PoderData;Doria;;;
2021-02-28;PoderData;Indecisos;;;
2021-02-28;PoderData;Moro;;;
2021-03-07;PoderData;Bolsonaro;;;
2021-03-07;PoderData;Branco/Nulo;;;
2021-03-07;PoderData;Doria;;;
2021-03-07;PoderData;Indecisos;;;
2021-03-07;PoderData;Moro;;;
2021-03-14;PoderData;Bolsonaro;;;
2021-03-14;PoderData;Branco/Nulo;;;
2021-03-14;PoderData;Doria;;;
2021-03-14;PoderData;Indecisos;;;
2021-03-14;PoderData;Moro;;;
2021-03-21;PoderData;Bolsonaro;1.0;0.3;3500.0
2021-03-21;PoderData;Branco/Nulo;1.0;0.1;3500.0
2021-03-21;PoderData;Ciro;1.0;0.05;3500.0
2021-03-21;PoderData;Doria;1.0;0.03;3500.0
2021-03-21;PoderData;Indecisos;1.0;0.03;3500.0
2021-03-21;PoderData;Lula;1.0;0.34;3500.0
2021-03-21;PoderData;Moro;1.0;0.06;3500.0
2021-03-28;PoderData;Bolsonaro;;;
2021-03-28;PoderData;Branco/Nulo;;;
2021-03-28;PoderData;Ciro;;;
2021-03-28;PoderData;Doria;;;
2021-03-28;PoderData;Indecisos;;;
2021-03-28;PoderData;Lula;;;
2021-03-28;PoderData;Moro;;;
2021-04-04;PoderData;Bolsonaro;;;
2021-04-04;PoderData;Branco/Nulo;;;
2021-04-04;PoderData;Ciro;;;
2021-04-04;PoderData;Doria;;;
2021-04-04;PoderData;Indecisos;;;
2021-04-04;PoderData;Lula;;;
2021-04-04;PoderData;Moro;;;
2021-04-11;PoderData;Bolsonaro;;;
2021-04-11;PoderData;Branco/Nulo;;;
2021-04-11;PoderData;Ciro;;;
2021-04-11;PoderData;Doria;;;
2021-04-11;PoderData;Indecisos;;;
2021-04-11;PoderData;Lula;;;
2021-04-11;PoderData;Moro;;;
2021-04-18;PoderData;Bolsonaro;1.0;0.31;3500.0
2021-04-18;PoderData;Branco/Nulo;1.0;0.07;3500.0
2021-04-18;PoderData;Ciro;1.0;0.06;3500.0
2021-04-18;PoderData;Doria;1.0;0.04;3500.0
2021-04-18;PoderData;Indecisos;1.0;0.02;3500.0
2021-04-18;PoderData;Lula;1.0;0.34;3500.0
2021-04-18;PoderData;Moro;1.0;0.03;3500.0
2021-04-25;PoderData;Bolsonaro;;;
2021-04-25;PoderData;Branco/Nulo;;;
2021-04-25;PoderData;Ciro;;;
2021-04-25;PoderData;Doria;;;
2021-04-25;PoderData;Indecisos;;;
2021-04-25;PoderData;Lula;;;
2021-04-25;PoderData;Moro;;;
2021-05-02;PoderData;Bolsonaro;;;
2021-05-02;PoderData;Branco/Nulo;;;
2021-05-02;PoderData;Ciro;;;
2021-05-02;PoderData;Doria;;;
2021-05-02;PoderData;Indecisos;;;
2021-05-02;PoderData;Lula;;;
2021-05-02;PoderData;Moro;;;
2021-05-09;PoderData;Bolsonaro;;;
2021-05-09;PoderData;Branco/Nulo;;;
2021-05-09;PoderData;Ciro;;;
2021-05-09;PoderData;Doria;;;
2021-05-09;PoderData;Indecisos;;;
2021-05-09;PoderData;Lula;;;
2021-05-09;PoderData;Moro;;;
2021-05-16;PoderData;Bolsonaro;1.0;0.32;2500.0
2021-05-16;PoderData;Branco/Nulo;1.0;0.08;2500.0
2021-05-16;PoderData;Ciro;1.0;0.06;2500.0
2021-05-16;PoderData;Doria;1.0;0.04;2500.0
2021-05-16;PoderData;Indecisos;1.0;0.02;2500.0
2021-05-16;PoderData;Lula;1.0;0.32;2500.0
2021-05-16;PoderData;Moro;;;
2021-05-23;PoderData;Bolsonaro;;;
2021-05-23;PoderData;Branco/Nulo;;;
2021-05-23;PoderData;Ciro;;;
2021-05-23;PoderData;Doria;;;
2021-05-23;PoderData;Indecisos;;;
2021-05-23;PoderData;Lula;;;
2021-05-23;PoderData;Moro;;;
2021-05-30;PoderData;Bolsonaro;;;
2021-05-30;PoderData;Branco/Nulo;;;
2021-05-30;PoderData;Ciro;;;
2021-05-30;PoderData;Doria;;;
2021-05-30;PoderData;Indecisos;;;
2021-05-30;PoderData;Lula;;;
2021-05-30;PoderData;Moro;;;
2021-06-06;PoderData;Bolsonaro;;;
2021-06-06;PoderData;Branco/Nulo;;;
2021-06-06;PoderData;Ciro;;;
2021-06-06;PoderData;Doria;;;
2021-06-06;PoderData;Indecisos;;;
2021-06-06;PoderData;Lula;;;
2021-06-06;PoderData;Moro;;;
2021-06-13;PoderData;Bolsonaro;1.0;0.33;2500.0
2021-06-13;PoderData;Branco/Nulo;1.0;0.07;2500.0
2021-06-13;PoderData;Ciro;1.5;0.27;2500.0
2021-06-13;PoderData;Doria;1.0;0.03;2500.0
2021-06-13;PoderData;Indecisos;1.0;0.05;2500.0
2021-06-13;PoderData;Lula;1.0;0.31;2500.0
2021-06-13;PoderData;Moro;;;
2021-06-20;PoderData;Bolsonaro;;;
2021-06-20;PoderData;Branco/Nulo;;;
2021-06-20;PoderData;Ciro;;;
2021-06-20;PoderData;Doria;;;
2021-06-20;PoderData;Indecisos;;;
2021-06-20;PoderData;Lula;;;
2021-06-20;PoderData;Moro;;;
2021-06-27;PoderData;Bolsonaro;;;
2021-06-27;PoderData;Branco/Nulo;;;
2021-06-27;PoderData;Ciro;;;
2021-06-27;PoderData;Doria;;;
2021-06-27;PoderData;Indecisos;;;
2021-06-27;PoderData;Lula;;;
2021-06-27;PoderData;Moro;;;
2021-07-04;PoderData;Bolsonaro;;;
2021-07-04;PoderData;Branco/Nulo;;;
2021-07-04;PoderData;Ciro;;;
2021-07-04;PoderData;Doria;;;
2021-07-04;PoderData;Indecisos;;;
2021-07-04;PoderData;Lula;;;
2021-07-04;PoderData;Moro;;;
2021-07-11;PoderData;Bolsonaro;1.0;0.29;2500.0
2021-07-11;PoderData;Branco/Nulo;1.0;0.09;2500.0
2021-07-11;PoderData;Ciro;1.5;0.255;2500.0
2021-07-11;PoderData;Doria;1.0;0.06;2500.0
2021-07-11;PoderData;Indecisos;1.0;0.04;2500.0
2021-07-11;PoderData;Lula;1.0;0.43;2500.0
2021-07-11;PoderData;Moro;;;
2021-07-18;PoderData;Bolsonaro;;;
2021-07-18;PoderData;Branco/Nulo;;;
2021-07-18;PoderData;Ciro;;;
2021-07-18;PoderData;Doria;;;
2021-07-18;PoderData;Indecisos;;;
2021-07-18;PoderData;Lula;;;
2021-07-18;PoderData;Moro;;;
2021-07-25;PoderData;Bolsonaro;;;
2021-07-25;PoderData;Branco/Nulo;;;
2021-07-25;PoderData;Ciro;;;
2021-07-25;PoderData;Doria;;;
2021-07-25;PoderData;Indecisos;;;
2021-07-25;PoderData;Lula;;;
2021-07-25;PoderData;Moro;;;
2021-08-01;PoderData;Bolsonaro;;;
2021-08-01;PoderData;Branco/Nulo;;;
2021-08-01;PoderData;Ciro;;;
2021-08-01;PoderData;Doria;;;
2021-08-01;PoderData;Indecisos;;;
2021-08-01;PoderData;Lula;;;
2021-08-01;PoderData;Moro;;;
2021-08-08;PoderData;Bolsonaro;1.0;0.25;2500.0
2021-08-08;PoderData;Branco/Nulo;1.0;0.06;2500.0
2021-08-08;PoderData;Ciro;1.0;0.08;2500.0
2021-08-08;PoderData;Doria;1.0;0.06;2500.0
2021-08-08;PoderData;Indecisos;1.0;0.05;2500.0
2021-08-08;PoderData;Lula;1.0;0.39;2500.0
2021-08-08;PoderData;Moro;;;
2021-08-15;PoderData;Bolsonaro;;;
2021-08-15;PoderData;Branco/Nulo;;;
2021-08-15;PoderData;Ciro;;;
2021-08-15;PoderData;Doria;;;
2021-08-15;PoderData;Indecisos;;;
2021-08-15;PoderData;Lula;;;
2021-08-15;PoderData;Moro;;;
2021-08-22;PoderData;Bolsonaro;;;
2021-08-22;PoderData;Branco/Nulo;;;
2021-08-22;PoderData;Ciro;;;
2021-08-22;PoderData;Doria;;;
2021-08-22;PoderData;Indecisos;;;
2021-08-22;PoderData;Lula;;;
2021-08-22;PoderData;Moro;;;
