date;turno;previsto;candidato;hdi_50_lower;hdi_50_higher;hdi_90_lower;hdi_90_higher
2021-05-02;2;0,381;Bolsonaro;0,347;0,359;0,339;0,367
2021-05-09;2;0,381;Bolsonaro;0,348;0,359;0,340;0,368
2021-05-16;2;0,381;Bolsonaro;0,347;0,359;0,339;0,367
2021-05-23;2;0,381;Bolsonaro;0,347;0,359;0,339;0,367
2021-05-30;2;0,381;Bolsonaro;0,348;0,359;0,339;0,367
2021-06-06;2;0,373;Bolsonaro;0,348;0,359;0,340;0,367
2021-06-13;2;0,386;Bolsonaro;0,356;0,367;0,347;0,375
2021-06-20;2;0,386;Bolsonaro;0,356;0,367;0,347;0,375
2021-06-27;2;0,382;Bolsonaro;0,352;0,363;0,343;0,371
2021-07-04;2;0,374;Bolsonaro;0,356;0,368;0,348;0,377
2021-07-11;2;0,353;Bolsonaro;0,338;0,348;0,330;0,357
2021-07-18;2;0,344;Bolsonaro;0,336;0,348;0,328;0,355
2021-07-25;2;0,344;Bolsonaro;0,336;0,347;0,327;0,354
2021-08-01;2;0,336;Bolsonaro;0,327;0,337;0,319;0,345
2021-08-08;2;0,325;Bolsonaro;0,322;0,333;0,315;0,341
2021-08-15;2;0,325;Bolsonaro;0,322;0,333;0,314;0,341
2021-08-22;2;0,338;Bolsonaro;0,335;0,346;0,327;0,355
2021-08-29;2;0,333;Bolsonaro;0,329;0,340;0,322;0,349
2021-09-05;2;0,328;Bolsonaro;0,325;0,336;0,317;0,344
2021-09-12;2;0,328;Bolsonaro;0,325;0,336;0,317;0,344
2021-09-19;2;0,328;Bolsonaro;0,326;0,337;0,318;0,344
2021-09-26;2;0,332;Bolsonaro;0,324;0,335;0,315;0,343
2021-10-03;2;0,329;Bolsonaro;0,321;0,332;0,313;0,340
2021-10-10;2;0,329;Bolsonaro;0,320;0,331;0,313;0,340
2021-10-17;2;0,329;Bolsonaro;0,321;0,333;0,313;0,340
2021-10-24;2;0,326;Bolsonaro;0,318;0,329;0,309;0,337
2021-10-31;2;0,345;Bolsonaro;0,335;0,347;0,328;0,356
2021-11-07;2;0,316;Bolsonaro;0,330;0,342;0,321;0,349
2021-11-14;2;0,375;Bolsonaro;0,353;0,366;0,343;0,376
2021-11-21;2;0,358;Bolsonaro;0,352;0,364;0,343;0,372
2021-11-28;2;0,310;Bolsonaro;0,311;0,326;0,301;0,339
2020-09-06;2;0,309;Lula;0,421;0,444;0,403;0,460
2020-09-13;2;0,309;Lula;0,422;0,445;0,404;0,460
2020-09-20;2;0,309;Lula;0,421;0,444;0,404;0,461
2020-09-27;2;0,309;Lula;0,421;0,444;0,404;0,461
2020-10-04;2;0,309;Lula;0,420;0,442;0,404;0,460
2020-10-11;2;0,309;Lula;0,422;0,445;0,406;0,462
2020-10-18;2;0,310;Lula;0,421;0,444;0,405;0,461
2020-10-25;2;0,309;Lula;0,423;0,446;0,405;0,461
2020-11-01;2;0,309;Lula;0,422;0,446;0,405;0,462
2020-11-08;2;0,309;Lula;0,421;0,444;0,405;0,461
2020-11-15;2;0,309;Lula;0,420;0,444;0,404;0,461
2020-11-22;2;0,309;Lula;0,420;0,443;0,405;0,460
2020-11-29;2;0,309;Lula;0,420;0,443;0,404;0,461
2020-12-06;2;0,309;Lula;0,422;0,445;0,405;0,461
2020-12-13;2;0,309;Lula;0,422;0,445;0,404;0,460
2020-12-20;2;0,309;Lula;0,422;0,446;0,405;0,462
2020-12-27;2;0,309;Lula;0,421;0,444;0,405;0,462
2021-01-03;2;0,309;Lula;0,420;0,443;0,404;0,460
2021-01-10;2;0,309;Lula;0,422;0,445;0,404;0,461
2021-01-17;2;0,309;Lula;0,422;0,445;0,405;0,461
2021-01-24;2;0,309;Lula;0,423;0,447;0,403;0,460
2021-01-31;2;0,309;Lula;0,421;0,444;0,404;0,461
2021-02-07;2;0,310;Lula;0,419;0,443;0,404;0,461
2021-02-14;2;0,309;Lula;0,420;0,443;0,403;0,460
2021-02-21;2;0,309;Lula;0,420;0,442;0,405;0,461
2021-02-28;2;0,309;Lula;0,421;0,444;0,403;0,461
2021-03-07;2;0,309;Lula;0,422;0,445;0,404;0,460
2021-03-14;2;0,383;Lula;0,440;0,455;0,429;0,464
2021-03-21;2;0,386;Lula;0,407;0,419;0,398;0,428
2021-03-28;2;0,386;Lula;0,406;0,419;0,398;0,428
2021-04-04;2;0,386;Lula;0,406;0,419;0,397;0,428
2021-04-11;2;0,386;Lula;0,407;0,419;0,397;0,428
2021-04-18;2;0,431;Lula;0,453;0,466;0,443;0,474
2021-04-25;2;0,431;Lula;0,452;0,465;0,442;0,473
2021-05-02;2;0,431;Lula;0,453;0,466;0,442;0,473
2021-05-09;2;0,431;Lula;0,453;0,466;0,443;0,474
2021-05-16;2;0,431;Lula;0,453;0,466;0,443;0,474
2021-05-23;2;0,431;Lula;0,453;0,466;0,443;0,474
2021-05-30;2;0,431;Lula;0,453;0,466;0,443;0,474
2021-06-06;2;0,441;Lula;0,454;0,466;0,445;0,475
2021-06-13;2;0,423;Lula;0,437;0,450;0,429;0,460
2021-06-20;2;0,423;Lula;0,437;0,450;0,428;0,459
2021-06-27;2;0,441;Lula;0,457;0,470;0,447;0,478
2021-07-04;2;0,459;Lula;0,439;0,452;0,431;0,462
2021-07-11;2;0,502;Lula;0,474;0,487;0,465;0,495
2021-07-18;2;0,511;Lula;0,474;0,487;0,465;0,495
2021-07-25;2;0,511;Lula;0,474;0,486;0,464;0,495
2021-08-01;2;0,528;Lula;0,496;0,508;0,486;0,515
2021-08-08;2;0,536;Lula;0,498;0,511;0,490;0,520
2021-08-15;2;0,536;Lula;0,499;0,512;0,489;0,520
2021-08-22;2;0,527;Lula;0,490;0,502;0,479;0,510
2021-08-29;2;0,529;Lula;0,491;0,504;0,481;0,511
2021-09-05;2;0,529;Lula;0,491;0,504;0,482;0,512
2021-09-12;2;0,529;Lula;0,491;0,504;0,481;0,512
2021-09-19;2;0,522;Lula;0,484;0,497;0,475;0,505
2021-09-26;2;0,516;Lula;0,490;0,503;0,480;0,512
2021-10-03;2;0,510;Lula;0,486;0,499;0,474;0,506
2021-10-10;2;0,510;Lula;0,485;0,498;0,475;0,507
2021-10-17;2;0,510;Lula;0,486;0,499;0,475;0,506
2021-10-24;2;0,517;Lula;0,491;0,504;0,481;0,513
2021-10-31;2;0,508;Lula;0,482;0,495;0,473;0,504
2021-11-07;2;0,524;Lula;0,494;0,507;0,484;0,515
2021-11-14;2;0,505;Lula;0,480;0,494;0,471;0,506
2021-11-21;2;0,483;Lula;0,478;0,491;0,468;0,500
2021-11-28;2;0,540;Lula;0,487;0,504;0,473;0,515
2020-09-06;2;0,060;Indecisos;0,054;0,065;0,047;0,076
2020-09-13;2;0,060;Indecisos;0,054;0,065;0,046;0,075
2020-09-20;2;0,060;Indecisos;0,054;0,066;0,047;0,076
2020-09-27;2;0,060;Indecisos;0,054;0,066;0,047;0,076
2020-10-04;2;0,060;Indecisos;0,054;0,066;0,047;0,075
2020-10-11;2;0,060;Indecisos;0,053;0,065;0,046;0,075
2020-10-18;2;0,060;Indecisos;0,054;0,066;0,046;0,075
2020-10-25;2;0,060;Indecisos;0,054;0,065;0,047;0,076
2020-11-01;2;0,060;Indecisos;0,054;0,066;0,047;0,075
2020-11-08;2;0,060;Indecisos;0,054;0,066;0,047;0,075
2020-11-15;2;0,060;Indecisos;0,054;0,065;0,047;0,076
2020-11-22;2;0,060;Indecisos;0,054;0,065;0,047;0,075
2020-11-29;2;0,060;Indecisos;0,053;0,065;0,047;0,075
2020-12-06;2;0,060;Indecisos;0,054;0,066;0,047;0,075
2020-12-13;2;0,060;Indecisos;0,053;0,065;0,047;0,075
2020-12-20;2;0,060;Indecisos;0,054;0,066;0,047;0,076
2020-12-27;2;0,060;Indecisos;0,054;0,066;0,046;0,075
2021-01-03;2;0,060;Indecisos;0,055;0,066;0,047;0,076
2021-01-10;2;0,060;Indecisos;0,054;0,066;0,047;0,076
2021-01-17;2;0,060;Indecisos;0,054;0,066;0,047;0,076
2021-01-24;2;0,060;Indecisos;0,054;0,065;0,046;0,075
2021-01-31;2;0,060;Indecisos;0,054;0,066;0,046;0,075
2021-02-07;2;0,060;Indecisos;0,054;0,065;0,047;0,075
2021-02-14;2;0,060;Indecisos;0,054;0,065;0,047;0,075
2021-02-21;2;0,060;Indecisos;0,053;0,065;0,047;0,075
2021-02-28;2;0,060;Indecisos;0,054;0,066;0,047;0,076
2021-03-07;2;0,060;Indecisos;0,054;0,066;0,047;0,075
2021-03-14;2;0,060;Indecisos;0,053;0,065;0,046;0,075
2021-03-21;2;0,060;Indecisos;0,053;0,065;0,046;0,075
2021-03-28;2;0,060;Indecisos;0,054;0,065;0,046;0,075
2021-04-04;2;0,060;Indecisos;0,054;0,066;0,046;0,074
2021-04-11;2;0,060;Indecisos;0,054;0,065;0,046;0,075
2021-04-18;2;0,060;Indecisos;0,054;0,066;0,046;0,076
2021-04-25;2;0,060;Indecisos;0,054;0,066;0,047;0,076
2021-05-02;2;0,060;Indecisos;0,055;0,066;0,047;0,075
2021-05-09;2;0,060;Indecisos;0,053;0,065;0,047;0,076
2021-05-16;2;0,060;Indecisos;0,053;0,065;0,046;0,075
2021-05-23;2;0,060;Indecisos;0,054;0,066;0,047;0,075
2021-05-30;2;0,060;Indecisos;0,053;0,065;0,047;0,076
2021-06-06;2;0,060;Indecisos;0,054;0,066;0,047;0,075
2021-06-13;2;0,060;Indecisos;0,054;0,066;0,047;0,075
2021-06-20;2;0,060;Indecisos;0,054;0,066;0,047;0,076
2021-06-27;2;0,099;Indecisos;0,091;0,107;0,080;0,120
2021-07-11;2;0,035;Indecisos;0,043;0,049;0,039;0,054
2021-07-18;2;0,010;Indecisos;0,023;0,031;0,019;0,038
2021-07-25;2;0,010;Indecisos;0,024;0,031;0,019;0,038
2021-08-01;2;0,039;Indecisos;0,056;0,062;0,051;0,066
2021-08-08;2;0,039;Indecisos;0,056;0,062;0,052;0,067
2021-08-15;2;0,039;Indecisos;0,056;0,062;0,051;0,066
2021-08-22;2;0,035;Indecisos;0,050;0,056;0,046;0,060
2021-08-29;2;0,018;Indecisos;0,025;0,029;0,023;0,032
2021-09-05;2;0,026;Indecisos;0,030;0,033;0,028;0,036
2021-09-12;2;0,026;Indecisos;0,030;0,033;0,028;0,036
2021-09-19;2;0,030;Indecisos;0,034;0,038;0,032;0,040
2021-09-26;2;0,032;Indecisos;0,031;0,034;0,028;0,037
2021-10-03;2;0,028;Indecisos;0,027;0,030;0,025;0,033
2021-10-10;2;0,028;Indecisos;0,028;0,031;0,025;0,033
2021-10-17;2;0,028;Indecisos;0,027;0,031;0,025;0,033
2021-10-24;2;0,028;Indecisos;0,026;0,030;0,024;0,032
2021-10-31;2;0,013;Indecisos;0,012;0,014;0,011;0,016
2021-11-07;2;0,036;Indecisos;0,027;0,029;0,025;0,031
2021-11-14;2;0,010;Indecisos;0,010;0,012;0,009;0,014
2021-11-21;2;0,020;Indecisos;0,018;0,020;0,016;0,022
2021-11-28;2;0,010;Indecisos;0,007;0,009;0,005;0,010
2020-09-06;2;0,210;Branco/Nulo;0,142;0,156;0,132;0,165
2020-09-13;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,166
2020-09-20;2;0,210;Branco/Nulo;0,142;0,155;0,132;0,166
2020-09-27;2;0,210;Branco/Nulo;0,141;0,154;0,132;0,166
2020-10-04;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,165
2020-10-11;2;0,210;Branco/Nulo;0,142;0,155;0,132;0,165
2020-10-18;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,166
2020-10-25;2;0,210;Branco/Nulo;0,142;0,155;0,133;0,166
2020-11-01;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,166
2020-11-08;2;0,210;Branco/Nulo;0,141;0,154;0,131;0,165
2020-11-15;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,165
2020-11-22;2;0,210;Branco/Nulo;0,142;0,156;0,131;0,165
2020-11-29;2;0,210;Branco/Nulo;0,141;0,154;0,133;0,166
2020-12-06;2;0,210;Branco/Nulo;0,142;0,155;0,132;0,166
2020-12-13;2;0,210;Branco/Nulo;0,141;0,154;0,132;0,165
2020-12-20;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,165
2020-12-27;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,165
2021-01-03;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,166
2021-01-10;2;0,210;Branco/Nulo;0,141;0,155;0,131;0,165
2021-01-17;2;0,210;Branco/Nulo;0,141;0,155;0,131;0,164
2021-01-24;2;0,210;Branco/Nulo;0,141;0,154;0,132;0,165
2021-01-31;2;0,210;Branco/Nulo;0,140;0,154;0,132;0,165
2021-02-07;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,166
2021-02-14;2;0,210;Branco/Nulo;0,140;0,154;0,132;0,165
2021-02-21;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,166
2021-02-28;2;0,210;Branco/Nulo;0,141;0,155;0,132;0,166
2021-03-07;2;0,210;Branco/Nulo;0,142;0,156;0,132;0,165
2021-03-14;2;0,183;Branco/Nulo;0,137;0,145;0,131;0,152
2021-03-21;2;0,183;Branco/Nulo;0,137;0,146;0,131;0,152
2021-03-28;2;0,183;Branco/Nulo;0,137;0,146;0,131;0,152
2021-04-04;2;0,183;Branco/Nulo;0,137;0,146;0,131;0,152
2021-04-11;2;0,183;Branco/Nulo;0,137;0,146;0,131;0,152
2021-04-18;2;0,183;Branco/Nulo;0,137;0,146;0,131;0,152
2021-04-25;2;0,183;Branco/Nulo;0,137;0,145;0,131;0,152
2021-05-02;2;0,183;Branco/Nulo;0,137;0,146;0,131;0,152
2021-05-09;2;0,183;Branco/Nulo;0,138;0,147;0,131;0,152
2021-05-16;2;0,183;Branco/Nulo;0,137;0,146;0,132;0,153
2021-05-23;2;0,183;Branco/Nulo;0,137;0,145;0,131;0,153
2021-05-30;2;0,183;Branco/Nulo;0,137;0,146;0,131;0,152
2021-06-06;2;0,182;Branco/Nulo;0,141;0,149;0,136;0,156
2021-06-13;2;0,185;Branco/Nulo;0,138;0,146;0,133;0,152
2021-06-20;2;0,185;Branco/Nulo;0,138;0,146;0,132;0,152
2021-06-27;2;0,158;Branco/Nulo;0,117;0,124;0,111;0,129
2021-07-04;2;0,174;Branco/Nulo;0,135;0,144;0,130;0,151
2021-07-11;2;0,120;Branco/Nulo;0,119;0,126;0,115;0,131
2021-07-18;2;0,147;Branco/Nulo;0,128;0,136;0,123;0,141
2021-07-25;2;0,147;Branco/Nulo;0,128;0,136;0,123;0,141
2021-08-01;2;0,113;Branco/Nulo;0,106;0,112;0,102;0,116
2021-08-08;2;0,109;Branco/Nulo;0,107;0,113;0,101;0,118
2021-08-15;2;0,109;Branco/Nulo;0,106;0,113;0,101;0,118
2021-08-22;2;0,108;Branco/Nulo;0,105;0,111;0,100;0,116
2021-08-29;2;0,127;Branco/Nulo;0,124;0,131;0,118;0,136
2021-09-05;2;0,122;Branco/Nulo;0,126;0,133;0,121;0,138
2021-09-12;2;0,122;Branco/Nulo;0,126;0,132;0,121;0,138
2021-09-19;2;0,131;Branco/Nulo;0,135;0,142;0,130;0,147
2021-09-26;2;0,128;Branco/Nulo;0,128;0,136;0,124;0,142
2021-10-03;2;0,139;Branco/Nulo;0,140;0,148;0,135;0,154
2021-10-10;2;0,139;Branco/Nulo;0,141;0,149;0,135;0,154
2021-10-17;2;0,139;Branco/Nulo;0,140;0,148;0,135;0,154
2021-10-24;2;0,138;Branco/Nulo;0,139;0,147;0,133;0,152
2021-10-31;2;0,138;Branco/Nulo;0,139;0,147;0,134;0,153
2021-11-07;2;0,123;Branco/Nulo;0,135;0,143;0,130;0,148
2021-11-14;2;0,113;Branco/Nulo;0,127;0,136;0,121;0,143
2021-11-21;2;0,138;Branco/Nulo;0,134;0,142;0,130;0,149
2021-11-28;2;0,140;Branco/Nulo;0,182;0,196;0,171;0,205
