date;turno;previsto;candidato;hdi_50_lower;hdi_50_higher;hdi_90_lower;hdi_90_higher
2020-09-06;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-09-13;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-09-20;1;0,070;Indecisos;0,063;0,072;0,056;0,080
2020-09-27;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-10-04;1;0,070;Indecisos;0,062;0,072;0,056;0,081
2020-10-11;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-10-18;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-10-25;1;0,070;Indecisos;0,062;0,072;0,056;0,081
2020-11-01;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-11-08;1;0,070;Indecisos;0,063;0,073;0,056;0,080
2020-11-15;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-11-22;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-11-29;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-12-06;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-12-13;1;0,070;Indecisos;0,062;0,072;0,056;0,080
2020-12-20;1;0,070;Indecisos;0,062;0,072;0,055;0,080
2020-12-27;1;0,061;Indecisos;0,069;0,077;0,065;0,082
2021-01-03;1;0,061;Indecisos;0,070;0,077;0,065;0,083
2021-01-10;1;0,061;Indecisos;0,069;0,077;0,065;0,083
2021-01-17;1;0,061;Indecisos;0,070;0,077;0,065;0,082
2021-01-24;1;0,061;Indecisos;0,070;0,077;0,065;0,082
2021-01-31;1;0,061;Indecisos;0,070;0,077;0,065;0,082
2021-02-07;1;0,061;Indecisos;0,070;0,077;0,065;0,083
2021-02-14;1;0,061;Indecisos;0,069;0,077;0,065;0,083
2021-02-21;1;0,061;Indecisos;0,069;0,077;0,065;0,083
2021-02-28;1;0,061;Indecisos;0,069;0,077;0,065;0,083
2021-03-07;1;0,054;Indecisos;0,063;0,069;0,059;0,073
2021-03-14;1;0,054;Indecisos;0,062;0,068;0,059;0,073
2021-03-21;1;0,045;Indecisos;0,051;0,056;0,048;0,060
2021-03-28;1;0,045;Indecisos;0,051;0,056;0,048;0,060
2021-04-04;1;0,045;Indecisos;0,051;0,056;0,048;0,060
2021-04-11;1;0,045;Indecisos;0,051;0,056;0,048;0,060
2021-04-18;1;0,039;Indecisos;0,045;0,049;0,042;0,053
2021-04-25;1;0,035;Indecisos;0,040;0,044;0,037;0,048
2021-05-02;1;0,035;Indecisos;0,040;0,045;0,037;0,048
2021-05-09;1;0,035;Indecisos;0,040;0,045;0,038;0,048
2021-05-16;1;0,038;Indecisos;0,047;0,052;0,044;0,055
2021-05-23;1;0,038;Indecisos;0,048;0,052;0,045;0,056
2021-05-30;1;0,038;Indecisos;0,047;0,052;0,045;0,055
2021-06-06;1;0,038;Indecisos;0,047;0,052;0,044;0,055
2021-06-13;1;0,048;Indecisos;0,060;0,066;0,057;0,069
2021-06-20;1;0,048;Indecisos;0,060;0,065;0,057;0,069
2021-06-27;1;0,047;Indecisos;0,062;0,066;0,058;0,070
2021-07-04;1;0,041;Indecisos;0,061;0,066;0,057;0,070
2021-07-11;1;0,039;Indecisos;0,051;0,055;0,048;0,058
2021-07-18;1;0,033;Indecisos;0,050;0,054;0,047;0,058
2021-07-25;1;0,034;Indecisos;0,050;0,054;0,046;0,058
2021-08-01;1;0,045;Indecisos;0,052;0,056;0,049;0,059
2021-08-08;1;0,047;Indecisos;0,054;0,058;0,052;0,062
2021-08-15;1;0,047;Indecisos;0,054;0,058;0,052;0,061
2021-08-22;1;0,047;Indecisos;0,054;0,058;0,052;0,061
2021-08-29;1;0,047;Indecisos;0,054;0,058;0,051;0,061
2021-09-05;1;0,043;Indecisos;0,049;0,053;0,047;0,056
2021-09-12;1;0,043;Indecisos;0,050;0,053;0,047;0,056
2021-09-19;1;0,042;Indecisos;0,048;0,052;0,046;0,055
2021-09-26;1;0,048;Indecisos;0,051;0,055;0,049;0,058
2021-10-03;1;0,047;Indecisos;0,046;0,050;0,044;0,053
2021-10-10;1;0,072;Indecisos;0,057;0,061;0,055;0,064
2021-10-17;1;0,047;Indecisos;0,047;0,050;0,044;0,053
2021-10-24;1;0,042;Indecisos;0,042;0,046;0,040;0,049
2021-10-31;1;0,040;Indecisos;0,040;0,044;0,038;0,046
2021-11-07;1;0,048;Indecisos;0,039;0,042;0,037;0,044
2021-11-14;1;0,027;Indecisos;0,035;0,039;0,032;0,042
2021-11-21;1;0,034;Indecisos;0,040;0,044;0,037;0,047
2021-11-28;1;0,020;Indecisos;0,029;0,035;0,025;0,040
2020-09-06;1;0,070;Branco/Nulo;0,093;0,107;0,084;0,118
2020-09-13;1;0,070;Branco/Nulo;0,094;0,108;0,084;0,118
2020-09-20;1;0,070;Branco/Nulo;0,094;0,108;0,084;0,118
2020-09-27;1;0,070;Branco/Nulo;0,093;0,107;0,084;0,118
2020-10-04;1;0,070;Branco/Nulo;0,093;0,107;0,085;0,119
2020-10-11;1;0,070;Branco/Nulo;0,094;0,108;0,085;0,119
2020-10-18;1;0,070;Branco/Nulo;0,094;0,108;0,084;0,119
2020-10-25;1;0,070;Branco/Nulo;0,094;0,108;0,084;0,118
2020-11-01;1;0,070;Branco/Nulo;0,093;0,108;0,084;0,119
2020-11-08;1;0,070;Branco/Nulo;0,094;0,108;0,085;0,119
2020-11-15;1;0,070;Branco/Nulo;0,094;0,108;0,084;0,118
2020-11-22;1;0,070;Branco/Nulo;0,093;0,107;0,084;0,118
2020-11-29;1;0,070;Branco/Nulo;0,093;0,107;0,085;0,119
2020-12-06;1;0,070;Branco/Nulo;0,094;0,108;0,085;0,119
2020-12-13;1;0,070;Branco/Nulo;0,094;0,108;0,084;0,118
2020-12-20;1;0,070;Branco/Nulo;0,093;0,107;0,084;0,119
2020-12-27;1;0,067;Branco/Nulo;0,080;0,087;0,075;0,093
2021-01-03;1;0,067;Branco/Nulo;0,080;0,087;0,075;0,093
2021-01-10;1;0,067;Branco/Nulo;0,080;0,087;0,075;0,093
2021-01-17;1;0,067;Branco/Nulo;0,079;0,087;0,075;0,092
2021-01-24;1;0,067;Branco/Nulo;0,080;0,087;0,075;0,093
2021-01-31;1;0,067;Branco/Nulo;0,080;0,087;0,075;0,093
2021-02-07;1;0,067;Branco/Nulo;0,080;0,087;0,075;0,092
2021-02-14;1;0,067;Branco/Nulo;0,079;0,087;0,075;0,093
2021-02-21;1;0,067;Branco/Nulo;0,080;0,087;0,075;0,093
2021-02-28;1;0,067;Branco/Nulo;0,080;0,087;0,074;0,092
2021-03-07;1;0,086;Branco/Nulo;0,081;0,087;0,078;0,092
2021-03-14;1;0,080;Branco/Nulo;0,084;0,089;0,080;0,092
2021-03-21;1;0,090;Branco/Nulo;0,093;0,099;0,090;0,103
2021-03-28;1;0,090;Branco/Nulo;0,094;0,099;0,090;0,103
2021-04-04;1;0,090;Branco/Nulo;0,094;0,099;0,090;0,103
2021-04-11;1;0,090;Branco/Nulo;0,093;0,099;0,090;0,103
2021-04-18;1;0,080;Branco/Nulo;0,083;0,088;0,080;0,091
2021-04-25;1;0,076;Branco/Nulo;0,079;0,084;0,076;0,087
2021-05-02;1;0,076;Branco/Nulo;0,079;0,084;0,076;0,087
2021-05-09;1;0,076;Branco/Nulo;0,079;0,083;0,076;0,087
2021-05-16;1;0,081;Branco/Nulo;0,081;0,086;0,078;0,089
2021-05-23;1;0,081;Branco/Nulo;0,081;0,086;0,078;0,089
2021-05-30;1;0,081;Branco/Nulo;0,081;0,086;0,078;0,089
2021-06-06;1;0,103;Branco/Nulo;0,084;0,088;0,081;0,091
2021-06-13;1;0,101;Branco/Nulo;0,083;0,087;0,080;0,090
2021-06-20;1;0,101;Branco/Nulo;0,083;0,087;0,080;0,090
2021-06-27;1;0,099;Branco/Nulo;0,081;0,085;0,078;0,088
2021-07-04;1;0,109;Branco/Nulo;0,084;0,088;0,081;0,091
2021-07-11;1;0,102;Branco/Nulo;0,084;0,087;0,081;0,090
2021-07-18;1;0,111;Branco/Nulo;0,085;0,089;0,083;0,092
2021-07-25;1;0,111;Branco/Nulo;0,086;0,090;0,083;0,093
2021-08-01;1;0,097;Branco/Nulo;0,084;0,088;0,081;0,090
2021-08-08;1;0,093;Branco/Nulo;0,080;0,084;0,077;0,086
2021-08-15;1;0,093;Branco/Nulo;0,080;0,084;0,078;0,087
2021-08-22;1;0,092;Branco/Nulo;0,080;0,083;0,077;0,086
2021-08-29;1;0,092;Branco/Nulo;0,080;0,083;0,077;0,086
2021-09-05;1;0,093;Branco/Nulo;0,080;0,084;0,077;0,087
2021-09-12;1;0,101;Branco/Nulo;0,083;0,087;0,080;0,090
2021-09-19;1;0,103;Branco/Nulo;0,085;0,089;0,082;0,092
2021-09-26;1;0,093;Branco/Nulo;0,076;0,079;0,073;0,082
2021-10-03;1;0,085;Branco/Nulo;0,082;0,087;0,079;0,090
2021-10-10;1;0,090;Branco/Nulo;0,084;0,089;0,081;0,092
2021-10-17;1;0,085;Branco/Nulo;0,082;0,087;0,079;0,091
2021-10-24;1;0,087;Branco/Nulo;0,084;0,089;0,080;0,092
2021-10-31;1;0,073;Branco/Nulo;0,070;0,074;0,067;0,078
2021-11-07;1;0,093;Branco/Nulo;0,096;0,102;0,093;0,106
2021-11-14;1;0,089;Branco/Nulo;0,080;0,085;0,076;0,089
2021-11-21;1;0,075;Branco/Nulo;0,066;0,070;0,063;0,073
2021-11-28;1;0,070;Branco/Nulo;0,073;0,081;0,067;0,087
