date;turno;previsto;candidato;hdi_50_lower;hdi_50_higher;hdi_90_lower;hdi_90_higher;updated
2021-06-27;2;0,38;Bolsonaro;0,3685;0,3914;0,3459;0,4141;2021-12-03
2021-07-04;2;0,372;Bolsonaro;0,3605;0,3834;0,3379;0,4061;2021-12-03
2021-07-11;2;0,352;Bolsonaro;0,3405;0,3634;0,3179;0,3861;2021-12-03
2021-07-18;2;0,342;Bolsonaro;0,3305;0,3534;0,3079;0,3761;2021-12-03
2021-07-25;2;0,342;Bolsonaro;0,3305;0,3534;0,3079;0,3761;2021-12-03
2021-08-01;2;0,335;Bolsonaro;0,3235;0,3464;0,3009;0,3691;2021-12-03
2021-08-08;2;0,321;Bolsonaro;0,3095;0,3324;0,2869;0,3551;2021-12-03
2021-08-15;2;0,321;Bolsonaro;0,3095;0,3324;0,2869;0,3551;2021-12-03
2021-08-22;2;0,336;Bolsonaro;0,3245;0,3474;0,3019;0,3701;2021-12-03
2021-08-29;2;0,329;Bolsonaro;0,3175;0,3404;0,2949;0,3631;2021-12-03
2021-09-05;2;0,324;Bolsonaro;0,3125;0,3354;0,2899;0,3581;2021-12-03
2021-09-12;2;0,324;Bolsonaro;0,3125;0,3354;0,2899;0,3581;2021-12-03
2021-09-19;2;0,325;Bolsonaro;0,3135;0,3364;0,2909;0,3591;2021-12-03
2021-09-26;2;0,328;Bolsonaro;0,3165;0,3394;0,2939;0,3621;2021-12-03
2021-10-03;2;0,325;Bolsonaro;0,3135;0,3364;0,2909;0,3591;2021-12-03
2021-10-10;2;0,342;Bolsonaro;0,3305;0,3534;0,3079;0,3761;2021-12-03
2021-10-17;2;0,342;Bolsonaro;0,3305;0,3534;0,3079;0,3761;2021-12-03
2021-10-24;2;0,336;Bolsonaro;0,3245;0,3474;0,3019;0,3701;2021-12-03
2021-10-31;2;0,37;Bolsonaro;0,3585;0,3814;0,3359;0,4041;2021-12-03
2021-11-07;2;0,342;Bolsonaro;0,3305;0,3534;0,3079;0,3761;2021-12-03
2021-11-14;2;0,342;Bolsonaro;0,3305;0,3534;0,3079;0,3761;2021-12-03
2021-11-21;2;0,322;Bolsonaro;0,3105;0,3334;0,2879;0,3561;2021-12-03
2021-11-28;2;0,333;Bolsonaro;0,3215;0,3444;0,2989;0,3671;2021-12-03
2021-12-05;2;0,335;Bolsonaro;0,3235;0,3464;0,3009;0,3691;2021-12-03
2021-12-12;2;0,339;Bolsonaro;0,3275;0,3504;0,3049;0,3731;2021-12-03
2021-12-19;2;0,341;Bolsonaro;0,3305;0,3534;0,3079;0,3761;2021-12-03
2020-09-06;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-09-13;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-09-20;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-09-27;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-10-04;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-10-11;2;0,31;Lula;0,2985;0,3214;0,2759;0,3441;2021-12-03
2020-10-18;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-10-25;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-11-01;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-11-08;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-11-15;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-11-22;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-11-29;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-12-06;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-12-13;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-12-20;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2020-12-27;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-01-03;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-01-10;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-01-17;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-01-24;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-01-31;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-02-07;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-02-14;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-02-21;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-02-28;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-03-07;2;0,309;Lula;0,2975;0,3204;0,2749;0,3431;2021-12-03
2021-03-14;2;0,383;Lula;0,3715;0,3944;0,3489;0,4171;2021-12-03
2021-03-21;2;0,386;Lula;0,3745;0,3974;0,3519;0,4201;2021-12-03
2021-03-28;2;0,387;Lula;0,3755;0,3984;0,3529;0,4211;2021-12-03
2021-04-04;2;0,386;Lula;0,3745;0,3974;0,3519;0,4201;2021-12-03
2021-04-11;2;0,386;Lula;0,3745;0,3974;0,3519;0,4201;2021-12-03
2021-04-18;2;0,431;Lula;0,4195;0,4424;0,3969;0,4651;2021-12-03
2021-04-25;2;0,431;Lula;0,4195;0,4424;0,3969;0,4651;2021-12-03
2021-05-02;2;0,431;Lula;0,4195;0,4424;0,3969;0,4651;2021-12-03
2021-05-09;2;0,431;Lula;0,4195;0,4424;0,3969;0,4651;2021-12-03
2021-05-16;2;0,431;Lula;0,4195;0,4424;0,3969;0,4651;2021-12-03
2021-05-23;2;0,431;Lula;0,4195;0,4424;0,3969;0,4651;2021-12-03
2021-05-30;2;0,431;Lula;0,4195;0,4424;0,3969;0,4651;2021-12-03
2021-06-06;2;0,441;Lula;0,4295;0,4524;0,4069;0,4751;2021-12-03
2021-06-13;2;0,423;Lula;0,4115;0,4344;0,3889;0,4571;2021-12-03
2021-06-20;2;0,424;Lula;0,4125;0,4354;0,3899;0,4581;2021-12-03
2021-06-27;2;0,442;Lula;0,4305;0,4534;0,4079;0,4761;2021-12-03
2021-07-04;2;0,46;Lula;0,4485;0,4714;0,4259;0,4941;2021-12-03
2021-07-11;2;0,503;Lula;0,4915;0,5144;0,4689;0,5371;2021-12-03
2021-07-18;2;0,52;Lula;0,5085;0,5314;0,4859;0,5541;2021-12-03
2021-07-25;2;0,52;Lula;0,5085;0,5314;0,4859;0,5541;2021-12-03
2021-08-01;2;0,534;Lula;0,5225;0,5454;0,4999;0,5681;2021-12-03
2021-08-08;2;0,546;Lula;0,5345;0,5574;0,5119;0,5801;2021-12-03
2021-08-15;2;0,546;Lula;0,5345;0,5574;0,5119;0,5801;2021-12-03
2021-08-22;2;0,535;Lula;0,5235;0,5464;0,5009;0,5691;2021-12-03
2021-08-29;2;0,537;Lula;0,5255;0,5484;0,5029;0,5711;2021-12-03
2021-09-05;2;0,537;Lula;0,5255;0,5484;0,5029;0,5711;2021-12-03
2021-09-12;2;0,537;Lula;0,5255;0,5484;0,5029;0,5711;2021-12-03
2021-09-19;2;0,53;Lula;0,5185;0,5414;0,4959;0,5641;2021-12-03
2021-09-26;2;0,523;Lula;0,5115;0,5344;0,4889;0,5571;2021-12-03
2021-10-03;2;0,517;Lula;0,5055;0,5284;0,4829;0,5511;2021-12-03
2021-10-10;2;0,51;Lula;0,4985;0,5214;0,4759;0,5441;2021-12-03
2021-10-17;2;0,51;Lula;0,4985;0,5214;0,4759;0,5441;2021-12-03
2021-10-24;2;0,521;Lula;0,5095;0,5324;0,4869;0,5551;2021-12-03
2021-10-31;2;0,52;Lula;0,5085;0,5314;0,4859;0,5541;2021-12-03
2021-11-07;2;0,51;Lula;0,4985;0,5214;0,4759;0,5441;2021-12-03
2021-11-14;2;0,517;Lula;0,5055;0,5284;0,4829;0,5511;2021-12-03
2021-11-21;2;0,521;Lula;0,5095;0,5324;0,4869;0,5551;2021-12-03
2021-11-28;2;0,517;Lula;0,5055;0,5284;0,4829;0,5511;2021-12-03
2021-12-05;2;0,518;Lula;0,5065;0,5294;0,4839;0,5521;2021-12-03
2021-12-12;2;0,515;Lula;0,5035;0,5264;0,4809;0,5491;2021-12-03
2021-12-19;2;0,515;Lula;0,5035;0,5264;0,4809;0,5491;2021-12-03
2020-09-06;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-09-13;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-09-20;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-09-27;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-10-04;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-10-11;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-10-18;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-10-25;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-11-01;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-11-08;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-11-15;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-11-22;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-11-29;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-12-06;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-12-13;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-12-20;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2020-12-27;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-01-03;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-01-10;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-01-17;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-01-24;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-01-31;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-02-07;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-02-14;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-02-21;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-02-28;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-03-07;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-03-14;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-03-21;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-03-28;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-04-04;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-04-11;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-04-18;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-04-25;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-05-02;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-05-09;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-05-16;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-05-23;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-05-30;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-06-06;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-06-13;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-06-20;2;0,06;Indecisos;0,0485;0,0714;0,0259;0,0941;2021-12-03
2021-06-27;2;0,099;Indecisos;0,0875;0,1104;0,0649;0,1331;2021-12-03
2021-07-11;2;0,036;Indecisos;0,0245;0,0474;0,0019;0,0701;2021-12-03
2021-07-18;2;0,01;Indecisos;0,001;0,0214;0,001;0,0441;2021-12-03
2021-07-25;2;0,01;Indecisos;0,001;0,0214;0,001;0,0441;2021-12-03
2021-08-01;2;0,039;Indecisos;0,0275;0,0504;0,0049;0,0731;2021-12-03
2021-08-08;2;0,039;Indecisos;0,0275;0,0504;0,0049;0,0731;2021-12-03
2021-08-15;2;0,039;Indecisos;0,0275;0,0504;0,0049;0,0731;2021-12-03
2021-08-22;2;0,035;Indecisos;0,0235;0,0464;0,000900000000000005;0,0691;2021-12-03
2021-08-29;2;0,018;Indecisos;0,0065;0,0294;0,001;0,0521;2021-12-03
2021-09-05;2;0,026;Indecisos;0,0145;0,0374;0,001;0,0601;2021-12-03
2021-09-12;2;0,026;Indecisos;0,0145;0,0374;0,001;0,0601;2021-12-03
2021-09-19;2;0,03;Indecisos;0,0185;0,0414;0,001;0,0641;2021-12-03
2021-09-26;2;0,032;Indecisos;0,0205;0,0434;0,001;0,0661;2021-12-03
2021-10-03;2;0,028;Indecisos;0,0165;0,0394;0,001;0,0621;2021-12-03
2021-10-10;2;0,032;Indecisos;0,0205;0,0434;0,001;0,0661;2021-12-03
2021-10-17;2;0,032;Indecisos;0,0205;0,0434;0,001;0,0661;2021-12-03
2021-10-24;2;0,031;Indecisos;0,0195;0,0424;0,001;0,0651;2021-12-03
2021-10-31;2;0,031;Indecisos;0,0195;0,0424;0,001;0,0651;2021-12-03
2021-11-07;2;0,03;Indecisos;0,0185;0,0414;0,001;0,0641;2021-12-03
2021-11-14;2;0,031;Indecisos;0,0195;0,0424;0,001;0,0651;2021-12-03
2021-11-21;2;0,035;Indecisos;0,0235;0,0464;0,000900000000000005;0,0691;2021-12-03
2021-11-28;2;0,041;Indecisos;0,0295;0,0524;0,0069;0,0751;2021-12-03
2021-12-05;2;0,043;Indecisos;0,0315;0,0544;0,0089;0,0771;2021-12-03
2021-12-12;2;0,044;Indecisos;0,0325;0,0554;0,0099;0,0781;2021-12-03
2021-12-19;2;0,043;Indecisos;0,0315;0,0544;0,0089;0,0771;2021-12-03
2020-09-06;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-09-13;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-09-20;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-09-27;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-10-04;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-10-11;2;0,209;Branco/Nulo;0,1975;0,2204;0,1749;0,2431;2021-12-03
2020-10-18;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-10-25;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-11-01;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-11-08;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-11-15;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-11-22;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-11-29;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-12-06;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-12-13;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-12-20;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2020-12-27;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-01-03;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-01-10;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-01-17;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-01-24;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-01-31;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-02-07;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-02-14;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-02-21;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-02-28;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-03-07;2;0,21;Branco/Nulo;0,1985;0,2214;0,1759;0,2441;2021-12-03
2021-03-14;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-03-21;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-03-28;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-04-04;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-04-11;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-04-18;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-04-25;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-05-02;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-05-09;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-05-16;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-05-23;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-05-30;2;0,183;Branco/Nulo;0,1715;0,1944;0,1489;0,2171;2021-12-03
2021-06-06;2;0,182;Branco/Nulo;0,1705;0,1934;0,1479;0,2161;2021-12-03
2021-06-13;2;0,185;Branco/Nulo;0,1735;0,1964;0,1509;0,2191;2021-12-03
2021-06-20;2;0,185;Branco/Nulo;0,1735;0,1964;0,1509;0,2191;2021-12-03
2021-06-27;2;0,158;Branco/Nulo;0,1465;0,1694;0,1239;0,1921;2021-12-03
2021-07-04;2;0,175;Branco/Nulo;0,1635;0,1864;0,1409;0,2091;2021-12-03
2021-07-11;2;0,12;Branco/Nulo;0,1085;0,1314;0,0859;0,1541;2021-12-03
2021-07-18;2;0,134;Branco/Nulo;0,1225;0,1454;0,0999;0,1681;2021-12-03
2021-07-25;2;0,134;Branco/Nulo;0,1225;0,1454;0,0999;0,1681;2021-12-03
2021-08-01;2;0,101;Branco/Nulo;0,0895;0,1124;0,0669;0,1351;2021-12-03
2021-08-08;2;0,092;Branco/Nulo;0,0805;0,1034;0,0579;0,1261;2021-12-03
2021-08-15;2;0,092;Branco/Nulo;0,0805;0,1034;0,0579;0,1261;2021-12-03
2021-08-22;2;0,09;Branco/Nulo;0,0785;0,1014;0,0559;0,1241;2021-12-03
2021-08-29;2;0,113;Branco/Nulo;0,1015;0,1244;0,0789;0,1471;2021-12-03
2021-09-05;2;0,11;Branco/Nulo;0,0985;0,1214;0,0759;0,1441;2021-12-03
2021-09-12;2;0,11;Branco/Nulo;0,0985;0,1214;0,0759;0,1441;2021-12-03
2021-09-19;2;0,119;Branco/Nulo;0,1075;0,1304;0,0849;0,1531;2021-12-03
2021-09-26;2;0,113;Branco/Nulo;0,1015;0,1244;0,0789;0,1471;2021-12-03
2021-10-03;2;0,125;Branco/Nulo;0,1135;0,1364;0,0909;0,1591;2021-12-03
2021-10-10;2;0,115;Branco/Nulo;0,1035;0,1264;0,0809;0,1491;2021-12-03
2021-10-17;2;0,115;Branco/Nulo;0,1035;0,1264;0,0809;0,1491;2021-12-03
2021-10-24;2;0,113;Branco/Nulo;0,1015;0,1244;0,0789;0,1471;2021-12-03
2021-10-31;2;0,1;Branco/Nulo;0,0885;0,1114;0,0659;0,1341;2021-12-03
2021-11-07;2;0,113;Branco/Nulo;0,1015;0,1244;0,0789;0,1471;2021-12-03
2021-11-14;2;0,115;Branco/Nulo;0,1035;0,1264;0,0809;0,1491;2021-12-03
2021-11-21;2;0,12;Branco/Nulo;0,1085;0,1314;0,0859;0,1541;2021-12-03
2021-11-28;2;0,126;Branco/Nulo;0,1145;0,1374;0,0919;0,1601;2021-12-03
2021-12-05;2;0,125;Branco/Nulo;0,1135;0,1364;0,0909;0,1591;2021-12-03
2021-12-12;2;0,12;Branco/Nulo;0,1085;0,1314;0,0859;0,1541;2021-12-03
2021-12-19;2;0,125;Branco/Nulo;0,1135;0,1364;0,0909;0,1591;2021-12-03
