mes,mensal,presidente,positiva,regular,negativa,amostra,erro,nsnr,positiva_int,negativa_int,total_int,governo,bloco,mandato,eleicao,epu,ipca,igp,igpm,divida_publica,cambio,pib,pme,desocupacao,salario_real,cambio_var_mensal,cambio_lag,ipca_mes,ipca_var_mensal,ipca_var_anual,Inflacao_acumulada,pib_var_mensal,pib_var_anual,ipca_no_ano,pib_no_ano,cambio_defl
1995-01-31,1995-01,Fernando Henrique I,0.57,0.23,0.09,1000.0,3.0,10.0,570,90,660,FHC 1,left,1,0,58.11,1033.74,108.442,0.92,29.35,0.85,47028.6,,10.486956521739133,404.57,0.0,0.85,17.279999999999973,1.7,631.54,277.54,6.37,930.7,1.7,6.37,0.8190757128810229
1995-02-28,1995-02,Fernando Henrique I,0.57,0.23,0.09,1500.0,2.5,10.0,854,135,989,FHC 1,left,0,0,60.69,1044.28,109.945,1.39,29.43,0.84,49954.5,,10.486956521739133,400.53,-1.18,0.85,10.539999999999964,1.02,426.83,278.56,6.22,762.33,2.72,12.59,0.821421500692932
1995-03-31,1995-03,Fernando Henrique I,0.415,0.40750000000000003,0.125,1300.0,2.5,5.25,539,162,701,FHC 1,left,0,0,47.97,1060.47,111.178,1.12,28.92,0.89,60024.3,,10.486956521739133,394.14,5.95,0.84,16.190000000000055,1.55,274.78,280.11,20.16,604.48,4.27,32.75,0.861152141802068
1995-04-30,1995-04,Fernando Henrique I,0.39,0.4,0.17,2000.0,3.0,3.0,780,340,1120,FHC 1,left,0,0,65.07,1086.24,113.518,2.1,28.67,0.91,57789.5,,10.486956521739133,384.56,2.25,0.89,25.769999999999982,2.43,169.05,282.54,-3.72,350.47,6.7,29.03,0.864688079664161
1995-05-31,1995-05,Fernando Henrique I,0.38,0.425,0.15500000000000003,1600.0,3.0,3.5,608,248,856,FHC 1,left,0,0,12.69,1115.24,114.171,0.58,28.11,0.9,56350.5,,10.486956521739133,538.08,-1.1,0.91,29.0,2.67,91.79,285.21,-2.49,174.82,9.37,26.54,0.8505892665822539
1995-06-30,1995-06,Fernando Henrique I,0.405,0.395,0.17,1500.0,2.5,3.0,607,255,862,FHC 1,left,0,0,24.83,1140.44,116.984,2.46,28.58,0.91,56726.2,,10.486956521739133,526.6,1.11,0.9,25.200000000000045,2.26,33.03,287.47,0.67,71.24,11.63,27.21,0.8677879913944848
1995-07-31,1995-07,Fernando Henrique I,0.42,0.395,0.15000000000000002,1600.0,3.0,3.0,672,240,912,FHC 1,left,0,0,46.04,1167.35,119.114,1.82,28.74,0.93,58788.1,,10.486956521739133,513.95,2.2,0.91,26.909999999999854,2.36,27.45,289.83,3.63,44.13,13.99,30.84,0.8855021492770614
1995-08-31,1995-08,Fernando Henrique I,0.39,0.41,0.17,2000.0,3.0,3.0,780,340,1120,FHC 1,left,0,0,41.38,1178.91,121.729,2.2,29.06,0.94,60950.3,,10.486956521739133,508.76,1.08,0.93,11.560000000000173,0.99,26.36,290.82,3.68,38.92,14.98,34.52,0.920982275472819
1995-09-30,1995-09,Fernando Henrique I,0.41000000000000003,0.41000000000000003,0.15,1100.0,2.5,3.0,451,165,616,FHC 1,left,0,0,39.51,1190.58,120.869,-0.71,29.75,0.95,60610.8,,10.486956521739133,502.88,1.06,0.94,11.669999999999845,0.99,25.69,291.81,-0.56,38.27,15.97,33.96,0.9308842459649469
1995-10-31,1995-10,Fernando Henrique I,0.41000000000000003,0.41000000000000003,0.15,1100.0,2.5,3.0,451,165,616,FHC 1,left,0,0,39.81,1207.37,121.503,0.52,30.07,0.96,63428.1,,10.486956521739133,495.93,1.05,0.95,16.789999999999964,1.41,24.21,293.22,4.65,40.22,17.38,38.61,0.9327482496795187
1995-11-30,1995-11,Fernando Henrique I,0.43,0.4,0.15,1200.0,3.0,2.0,516,180,696,FHC 1,left,0,0,74.45,1225.12,122.955,1.2,30.28,0.96,67762.9,,10.486956521739133,488.56,0.0,0.96,17.75,1.47,22.59,294.69,6.83,47.55,18.85,45.44,0.9316054006110182
1995-12-31,1995-12,Fernando Henrique I,0.41,0.4,0.15,1000.0,2.0,4.0,410,150,560,FHC 1,left,0,0,61.93,1244.23,123.833,0.71,27.98,0.97,66577.7,6.7,6.7,480.63,1.04,0.96,19.110000000000127,1.56,22.41,296.25,-1.75,50.59,20.41,43.69,0.9397400551398187
1996-01-31,1996-01,Fernando Henrique I,0.41,0.4,0.15,1000.0,2.0,4.0,410,150,560,FHC 1,left,0,0,39.87,1260.9,125.977,1.73,27.95,0.97,64133.3,,10.486956521739133,473.71,0.0,0.97,16.670000000000073,1.34,21.97,297.59,-3.67,36.37,1.34,-3.67,0.9439510558515884
1996-02-29,1996-02,Fernando Henrique I,0.41,0.39,0.17,1200.0,3.0,3.0,491,204,695,FHC 1,left,0,0,14.63,1273.89,127.202,0.97,28.08,0.98,62202.2,,10.486956521739133,470.38,1.03,0.97,12.990000000000009,1.03,21.99,298.62,-3.01,24.52,2.37,-6.68,0.9598139166584183
1996-03-31,1996-03,Fernando Henrique I,0.41,0.39,0.17,1200.0,3.0,3.0,491,204,695,FHC 1,left,0,0,67.86,1278.35,127.715,0.4,28.12,0.99,62987.8,,10.486956521739133,469.02,1.02,0.98,4.459999999999809,0.35,20.55,298.97,1.26,4.94,2.72,-5.42,0.9830592924763326
1996-04-30,1996-04,Fernando Henrique I,0.41,0.39,0.17,1200.0,3.0,3.0,491,204,695,FHC 1,left,0,0,72.43,1294.46,128.13,0.32,28.68,0.99,64019.1,,10.486956521739133,464.69,0.0,0.99,16.110000000000127,1.26,19.17,300.23,1.64,10.78,3.98,-3.78,0.9652380011850683
1996-05-31,1996-05,Fernando Henrique I,0.26,0.45,0.26,2000.0,3.0,3.0,520,520,1040,FHC 1,left,0,0,62.98,1310.25,130.121,1.55,29.33,1.0,69488.7,,10.486956521739133,513.88,1.01,0.99,15.789999999999964,1.22,17.49,301.45,8.54,23.32,5.2,4.76,0.9758940920766648
1996-06-30,1996-06,Fernando Henrique I,0.3,0.41,0.25,1000.0,2.0,4.0,300,250,550,FHC 1,left,0,0,70.8,1325.84,131.445,1.02,29.9,1.0,71103.0,,10.486956521739133,507.14,0.0,1.0,15.589999999999918,1.19,16.26,302.64,2.32,25.34,6.39,7.08,0.9764798893171263
1996-07-31,1996-07,Fernando Henrique I,0.3,0.41,0.25,1000.0,2.0,4.0,300,250,550,FHC 1,left,0,0,49.0,1340.56,133.213,1.35,30.08,1.01,74969.9,,10.486956521739133,501.12,1.0,1.0,14.720000000000027,1.11,14.84,303.75,5.44,27.53,7.5,12.52,0.9879339333399264
1996-08-31,1996-08,Fernando Henrique I,0.38,0.4,0.19,1200.0,3.0,2.0,456,228,684,FHC 1,left,0,0,29.65,1346.46,133.587,0.28,30.28,1.01,74798.8,,10.486956521739133,498.63,0.0,1.01,5.900000000000091,0.44,14.21,304.19,-0.23,22.72,7.94,12.29,1.001194743130227
1996-09-30,1996-09,Fernando Henrique I,0.43,0.38,0.17,1000.0,2.0,2.0,430,170,600,FHC 1,left,0,0,18.51,1348.48,133.722,0.1,30.56,1.02,71744.6,,10.486956521739133,498.53,0.99,1.01,2.019999999999982,0.15,13.26,304.34,-4.08,18.37,8.09,8.21,1.0169745381927107
1996-10-31,1996-10,Fernando Henrique I,0.43,0.38,0.17,1000.0,2.0,2.0,430,170,600,FHC 1,left,0,0,91.75,1352.53,133.978,0.19,30.72,1.03,77200.1,,10.486956521739133,496.65,0.98,1.02,4.0499999999999545,0.3,12.02,304.64,7.6,21.71,8.39,15.81,1.0239282153539389
1996-11-30,1996-11,Fernando Henrique I,0.43,0.38,0.17,1000.0,2.0,2.0,430,170,600,FHC 1,left,0,0,66.44,1356.86,134.242,0.2,30.77,1.03,80449.1,,10.486956521739133,494.96,0.0,1.03,4.329999999999927,0.32,10.75,304.96,4.21,18.72,8.71,20.02,1.0235247208931422
1996-12-31,1996-12,Fernando Henrique I,0.46499999999999997,0.37,0.14,1100.0,2.5,2.5,511,154,665,FHC 1,left,0,0,50.51,1363.24,135.225,0.73,30.72,1.04,81667.1,7.6,7.6,493.33,0.97,1.03,6.380000000000109,0.47,9.56,305.43,1.51,22.66,9.18,21.53,1.0304568527918785
1997-01-31,1997-01,Fernando Henrique I,0.46499999999999997,0.37,0.14,1100.0,2.5,2.5,511,154,665,FHC 1,left,0,0,45.35,1379.33,137.613,1.77,30.64,1.04,77582.6,,10.486956521739133,489.37,0.0,1.04,16.089999999999918,1.18,9.39,306.61,-5.0,20.97,1.18,-5.0,1.0162087369045265
1997-02-28,1997-02,Fernando Henrique I,0.46499999999999997,0.37,0.14,1100.0,2.5,2.5,511,154,665,FHC 1,left,0,0,58.6,1386.23,138.204,0.43,30.54,1.05,71072.8,,10.486956521739133,487.17,0.96,1.04,6.900000000000091,0.5,8.82,307.11,-8.39,14.26,1.68,-13.39,1.0398009950248754
1997-03-31,1997-03,Fernando Henrique I,0.46499999999999997,0.37,0.15000000000000002,1600.0,3.0,1.5,744,240,984,FHC 1,left,0,0,52.28,1393.3,139.795,1.15,30.6,1.06,70461.6,,10.486956521739133,483.88,0.95,1.05,7.069999999999936,0.51,8.99,307.62,-0.86,11.87,2.19,-14.25,1.0495473087254998
1997-04-30,1997-04,Fernando Henrique I,0.46499999999999997,0.37,0.15000000000000002,1600.0,3.0,1.5,744,240,984,FHC 1,left,0,0,56.7,1405.56,140.742,0.68,30.72,1.06,73576.4,,10.486956521739133,481.0,0.0,1.06,12.259999999999991,0.88,8.58,308.5,4.42,14.93,3.07,-9.83,1.0420301348136403
1997-05-31,1997-05,Fernando Henrique I,0.38,0.375,0.22,1100.0,2.5,3.0,418,242,660,FHC 1,left,0,0,42.34,1411.32,141.04,0.21,30.41,1.07,78110.8,,10.486956521739133,514.79,0.94,1.06,5.759999999999991,0.41,7.71,308.91,6.16,12.41,3.48,-3.67,1.0615476546160743
1997-06-30,1997-06,Fernando Henrique I,0.39,0.39,0.16,1000.0,2.0,6.0,390,160,550,FHC 1,left,0,0,72.26,1418.94,142.09,0.74,29.6,1.07,81202.4,,10.486956521739133,512.99,0.0,1.07,7.620000000000118,0.54,7.02,309.45,3.96,14.2,4.02,0.29,1.058882037000199
1997-07-31,1997-07,Fernando Henrique I,0.39,0.39,0.16,1000.0,2.0,6.0,390,160,550,FHC 1,left,0,0,42.39,1422.06,142.221,0.09,29.91,1.08,82058.7,,10.486956521739133,512.07,0.93,1.07,3.119999999999891,0.22,6.08,309.67,1.05,9.46,4.24,1.34,1.0754340451007782
1997-08-31,1997-08,Fernando Henrique I,0.38,0.35,0.24,1200.0,3.0,3.0,456,288,744,FHC 1,left,0,0,38.2,1421.78,142.353,0.09,29.71,1.09,82132.5,,10.486956521739133,512.22,0.93,1.08,-0.2799999999999727,-0.02,5.59,309.65,0.09,9.8,4.22,1.43,1.090418083616723
1997-09-30,1997-09,Fernando Henrique I,0.395,0.36,0.175,1500.0,2.5,1.5,592,262,854,FHC 1,left,0,0,72.3,1422.63,143.042,0.48,30.14,1.09,81987.3,,10.486956521739133,511.71,0.0,1.09,0.8500000000001364,0.06,5.5,309.71,-0.18,14.28,4.28,1.25,1.0887467519488307
1997-10-31,1997-10,Fernando Henrique I,0.43,0.37,0.17,1200.0,3.0,3.0,516,204,720,FHC 1,left,0,0,38.87,1425.9,143.567,0.37,30.37,1.1,87297.2,,10.486956521739133,510.24,0.92,1.09,3.269999999999982,0.23,5.42,309.94,6.48,13.08,4.51,7.73,1.0951810835079319
1997-11-30,1997-11,Fernando Henrique I,0.43,0.37,0.17,1200.0,3.0,3.0,516,204,720,FHC 1,left,0,0,123.92,1428.32,144.481,0.64,30.55,1.11,85390.1,,10.486956521739133,509.47,0.91,1.1,2.4199999999998454,0.17,5.27,310.11,-2.18,6.14,4.68,5.55,1.1064190875511635
1997-12-31,1997-12,Fernando Henrique I,0.375,0.405,0.195,1500.0,2.5,2.5,562,292,854,FHC 1,left,0,0,127.46,1434.46,145.695,0.84,31.83,1.11,81216.8,8.5,8.5,506.58,0.0,1.11,6.1400000000001,0.43,5.22,310.54,-4.89,-0.55,5.11,0.66,1.1009658468585086
1998-01-31,1998-01,Fernando Henrique I,0.375,0.43,0.185,1600.0,3.0,2.0,600,296,896,FHC 1,left,0,0,91.32,1444.64,147.091,0.96,32.66,1.12,79363.9,,10.486956521739133,502.32,0.9,1.11,10.180000000000064,0.71,4.73,311.25,-2.28,2.3,0.71,-2.28,1.105054115777976
1998-02-28,1998-02,Fernando Henrique I,0.375,0.43,0.185,1600.0,3.0,2.0,600,296,896,FHC 1,left,0,0,53.3,1451.29,147.356,0.18,33.15,1.13,75828.1,,10.486956521739133,499.62,0.89,1.12,6.649999999999864,0.46,4.69,311.71,-4.46,6.69,1.17,-6.74,1.1202468644236512
1998-03-31,1998-03,Fernando Henrique I,0.385,0.385,0.21,1100.0,2.5,2.5,423,231,654,FHC 1,left,0,0,53.73,1456.22,147.635,0.19,33.24,1.13,80508.7,,10.486956521739133,497.18,0.0,1.13,4.930000000000064,0.34,4.52,312.05,6.17,14.26,1.51,-0.57,1.1227825393661548
1998-04-30,1998-04,Fernando Henrique I,0.32999999999999996,0.43,0.22,1501.0,2.1,2.0,495,330,825,FHC 1,left,0,0,37.66,1459.71,147.821,0.13,33.46,1.14,81166.1,,10.486956521739133,494.96,0.88,1.13,3.490000000000009,0.24,3.85,312.29,0.82,10.32,1.75,0.25,1.13487629688747
1998-05-31,1998-05,Fernando Henrique I,0.31,0.41333333333333333,0.25333333333333335,1400.6666666666667,2.4,2.3333333333333335,434,354,788,FHC 1,left,0,0,43.41,1467.01,148.021,0.14,33.92,1.15,85207.5,,10.486956521739133,532.37,0.88,1.14,7.2999999999999545,0.5,3.95,312.79,4.98,9.09,2.25,5.23,1.139303482587065
1998-06-30,1998-06,Fernando Henrique I,0.31,0.4,0.26,1501.0,2.1,3.0,465,390,855,FHC 1,left,0,0,92.31,1467.3,148.588,0.38,35.17,1.15,85562.4,,10.486956521739133,531.58,0.0,1.15,0.2899999999999636,0.02,3.41,312.81,0.42,5.37,2.27,5.65,1.1495700859828033
1998-07-31,1998-07,Fernando Henrique I,0.3833333333333333,0.4066666666666667,0.19333333333333336,1400.6666666666667,2.4,2.0,536,270,806,FHC 1,left,0,0,40.22,1465.54,148.339,-0.17,35.55,1.16,86938.5,,10.486956521739133,533.07,0.87,1.15,-1.759999999999991,-0.12,3.06,312.69,1.61,5.95,2.15,7.26,1.1625951141369644
1998-08-31,1998-08,Fernando Henrique I,0.4,0.4,0.18,1500.0,2.5,2.0,600,270,870,FHC 1,left,0,0,114.56,1458.07,148.109,-0.16,35.81,1.17,86371.3,,10.486956521739133,535.69,0.86,1.16,-7.470000000000027,-0.51,2.55,312.18,-0.65,5.16,1.64,6.61,1.181123731028244
1998-09-30,1998-09,Fernando Henrique I,0.44,0.365,0.17,1500.0,2.5,2.5,660,255,915,FHC 1,left,0,0,170.3,1454.86,147.984,-0.08,36.52,1.18,84733.5,,10.486956521739133,537.36,0.85,1.17,-3.2100000000000364,-0.22,2.27,311.96,-1.9,3.35,1.42,4.71,1.18480657446382
1998-10-31,1998-10,Fernando Henrique I,0.44,0.365,0.17,1500.0,2.5,2.5,660,255,915,FHC 1,left,0,1,71.36,1455.15,148.1,0.08,37.58,1.19,87302.8,,10.486956521739133,536.77,0.85,1.18,0.290000000000191,0.02,2.05,311.98,3.03,0.01,1.44,7.74,1.1895620875824835
1998-11-30,1998-11,Fernando Henrique I,0.44,0.365,0.17,1500.0,2.5,2.5,660,255,915,FHC 1,left,0,0,110.05,1453.4,147.628,-0.32,38.55,1.19,86316.5,,10.486956521739133,537.73,0.0,1.19,-1.75,-0.12,1.76,311.86,-1.13,1.08,1.32,6.61,1.1926311573888664
1998-12-31,1998-12,Fernando Henrique I,0.33499999999999996,0.4,0.24,1503.5,2.1,2.5,503,360,863,FHC 1,left,0,0,98.4,1458.2,148.291,0.45,38.94,1.21,83051.8,9.7,9.7,535.48,1.68,1.19,4.7999999999999545,0.33,1.65,312.19,-3.78,2.26,1.65,2.83,1.2027309877404564
1999-01-31,1999-01,Fernando Henrique II,0.27,0.37,0.33,2002.0,2.2,3.0,540,660,1200,FHC 2,right,1,0,189.16,1468.41,149.533,0.84,47.06,1.5,80936.3,,10.486956521739133,532.03,23.97,1.21,10.210000000000036,0.7,1.65,312.89,-2.55,1.98,0.7,-2.55,1.4826216484607748
1999-02-28,1999-02,Fernando Henrique II,0.21,0.39,0.36,1000.0,2.0,4.0,210,360,570,FHC 2,right,0,0,128.02,1483.83,154.933,3.61,47.21,1.91,80929.1,,10.486956521739133,525.25,27.33,1.5,15.419999999999845,1.05,2.24,313.94,-0.01,6.73,1.75,-2.56,1.8797624938149435
1999-03-31,1999-03,Fernando Henrique II,0.19000000000000003,0.35000000000000003,0.4366666666666667,1734.6666666666667,2.466666666666667,2.3333333333333335,329,757,1086,FHC 2,right,0,0,75.84,1500.15,159.325,2.83,43.87,1.9,88802.6,,10.486956521739133,518.61,-0.52,1.91,16.320000000000164,1.1,3.02,315.04,9.73,10.3,2.85,7.17,1.8684470820969339
1999-04-30,1999-04,Fernando Henrique II,0.17,0.35,0.46,2011.0,2.2,2.0,341,925,1266,FHC 2,right,0,0,65.81,1508.55,160.459,0.71,43.73,1.69,87739.0,,10.486956521739133,516.19,-11.05,1.9,8.399999999999864,0.56,3.35,315.6,-1.2,8.1,3.41,5.97,1.6750198886237069
1999-05-31,1999-05,Fernando Henrique II,0.16499999999999998,0.33499999999999996,0.475,1605.0,2.6,2.5,264,762,1026,FHC 2,right,0,0,52.72,1513.08,159.996,-0.29,45.07,1.68,89223.0,,10.486956521739133,539.74,-0.59,1.69,4.529999999999973,0.3,3.14,315.9,1.69,4.71,3.71,7.66,1.6719840478564305
1999-06-30,1999-06,Fernando Henrique II,0.16,0.38,0.44,1000.0,2.0,2.0,160,440,600,FHC 2,right,0,0,71.01,1515.95,160.573,0.36,45.18,1.77,91746.9,,10.486956521739133,539.36,5.36,1.68,2.8700000000001182,0.19,3.32,316.09,2.83,7.23,3.9,10.49,1.7647469807366005
1999-07-31,1999-07,Fernando Henrique II,0.14,0.315,0.525,1601.0,2.6,2.5,224,840,1064,FHC 2,right,0,0,80.24,1532.47,163.06,1.55,45.58,1.8,91230.4,,10.486956521739133,535.4,1.69,1.77,16.519999999999982,1.09,4.57,317.18,-0.56,4.94,4.99,9.93,1.7698090810169158
1999-08-31,1999-08,Fernando Henrique II,0.12,0.28,0.59,2002.0,2.2,1.0,240,1181,1421,FHC 2,right,0,0,35.26,1541.05,165.603,1.56,46.57,1.88,92283.4,,10.486956521739133,532.47,4.44,1.8,8.579999999999927,0.56,5.69,317.74,1.15,6.84,5.55,11.08,1.863961813842482
1999-09-30,1999-09,Fernando Henrique II,0.12333333333333334,0.27666666666666667,0.5733333333333334,1400.6666666666667,2.4,2.6666666666666665,172,803,975,FHC 2,right,0,0,62.94,1545.83,167.997,1.45,46.01,1.9,90611.8,,10.486956521739133,530.41,1.06,1.88,4.779999999999973,0.31,6.25,318.05,-1.81,6.94,5.86,9.27,1.8910377828730929
1999-10-31,1999-10,Fernando Henrique II,0.08,0.27,0.62,2002.0,2.2,3.0,160,1241,1401,FHC 2,right,0,0,96.94,1564.23,170.861,1.7,45.97,1.97,95872.4,,10.486956521739133,525.36,3.68,1.9,18.40000000000009,1.19,7.5,319.24,5.81,9.82,7.05,15.08,1.9350726356359322
1999-11-30,1999-11,Fernando Henrique II,0.14,0.30000000000000004,0.5349999999999999,1601.0,2.6,3.0,224,856,1080,FHC 2,right,0,0,52.28,1579.09,174.939,2.39,45.12,1.93,99563.1,,10.486956521739133,520.47,-2.03,1.97,14.8599999999999,0.95,8.65,320.19,3.85,15.35,8.0,18.93,1.9024269440316983
1999-12-31,1999-12,Fernando Henrique II,0.14,0.31,0.525,1501.5,2.1,2.5,210,788,998,FHC 2,right,0,0,49.52,1588.56,178.099,1.81,44.53,1.84,98772.5,10.4,10.4,516.65,-4.66,1.93,9.470000000000027,0.6,8.94,320.79,-0.79,18.93,8.6,18.14,1.8230616302186875
2000-01-31,2000-01,Fernando Henrique II,0.16,0.4,0.43,2002.0,2.2,1.0,320,860,1180,FHC 2,right,0,0,54.6,1598.41,180.301,1.24,44.98,1.8,92576.6,,10.486956521739133,513.52,-2.17,1.84,9.850000000000136,0.62,8.85,321.41,-6.27,14.38,0.62,-6.27,1.7827469687934805
2000-02-29,2000-02,Fernando Henrique II,0.18,0.35,0.44,1601.0,2.6,3.0,288,704,992,FHC 2,right,0,0,41.26,1600.49,180.935,0.35,45.48,1.78,91770.4,,10.486956521739133,513.26,-1.11,1.8,2.0799999999999272,0.13,7.86,321.54,-0.87,13.4,0.75,-7.14,1.7763906921002697
2000-03-31,2000-03,Fernando Henrique II,0.16999999999999998,0.33999999999999997,0.47,1501.0,2.1,2.0,255,705,960,FHC 2,right,0,0,73.61,1604.01,181.214,0.15,45.49,1.74,92579.9,,10.486956521739133,512.59,-2.25,1.78,3.519999999999982,0.22,6.92,321.76,0.88,4.25,0.97,-6.26,1.7339852324885254
2000-04-30,2000-04,Fernando Henrique II,0.14,0.34,0.51,2002.0,2.2,1.0,280,1021,1301,FHC 2,right,0,0,96.35,1610.75,181.635,0.23,46.39,1.77,91376.2,,10.486956521739133,568.62,1.72,1.74,6.740000000000009,0.42,6.77,322.18,-1.3,4.15,1.39,-7.56,1.758414658434575
2000-05-31,2000-05,Fernando Henrique II,0.175,0.315,0.49,1601.0,2.6,2.0,280,784,1064,FHC 2,right,0,0,189.97,1610.91,182.189,0.31,46.55,1.83,98727.0,,10.486956521739133,568.9,3.39,1.77,0.16000000000008185,0.01,6.47,322.19,8.04,10.65,1.4,0.48,1.8297170282971704
2000-06-30,2000-06,Fernando Henrique II,0.16,0.32,0.5,1501.0,2.1,2.0,240,750,990,FHC 2,right,0,0,106.87,1614.62,183.745,0.85,45.98,1.81,102685.4,,10.486956521739133,567.2,-1.09,1.83,3.709999999999809,0.23,6.51,322.42,4.01,11.92,1.63,4.49,1.8035518307891851
2000-07-31,2000-07,Fernando Henrique II,0.19,0.34,0.44,2007.0,2.2,3.0,381,883,1264,FHC 2,right,0,0,54.12,1640.62,186.634,1.57,45.3,1.8,103410.4,,10.486956521739133,559.42,-0.55,1.81,26.0,1.61,7.06,324.03,0.71,13.35,3.24,5.2,1.7556342879637827
2000-08-31,2000-08,Fernando Henrique II,0.2,0.36,0.39,1200.0,3.0,5.0,240,468,708,FHC 2,right,0,0,99.49,1662.11,191.087,2.39,44.7,1.81,105177.8,,10.486956521739133,552.73,0.56,1.8,21.49000000000001,1.31,7.86,325.34,1.71,13.97,4.55,6.91,1.7736649886487017
2000-09-30,2000-09,Fernando Henrique II,0.188,0.391,0.39299999999999996,2002.0,2.2,2.8,376,786,1162,FHC 2,right,0,0,103.93,1665.93,193.297,1.16,44.86,1.84,100307.6,,10.486956521739133,550.37,1.66,1.81,3.8200000000001637,0.23,7.77,325.57,-4.63,10.7,4.78,2.28,1.8334829891250126
2000-10-31,2000-10,Fernando Henrique II,0.23199999999999998,0.369,0.38,1501.0,2.1,1.9,348,570,918,FHC 2,right,0,0,113.86,1668.26,194.04,0.38,45.46,1.88,106951.1,,10.486956521739133,549.49,2.17,1.84,2.3299999999999272,0.14,6.65,325.71,6.62,11.56,4.92,8.9,1.875973636908328
2000-11-30,2000-11,Fernando Henrique II,0.191,0.41700000000000004,0.35700000000000004,2002.0,2.2,3.5,382,714,1096,FHC 2,right,0,0,73.12,1673.6,194.599,0.29,45.16,1.95,107678.0,,10.486956521739133,547.9,3.72,1.88,5.339999999999918,0.32,5.99,326.03,0.68,8.15,5.24,9.58,1.9405901116427433
2000-12-31,2000-12,Fernando Henrique II,0.24,0.37533333333333335,0.3566666666666667,1400.6666666666667,2.4,3.1333333333333333,336,499,835,FHC 2,right,0,0,85.99,1683.47,195.827,0.63,45.54,1.96,105851.6,,10.486956521739133,544.9,0.51,1.95,9.870000000000118,0.59,5.97,326.62,-1.7,7.17,5.83,7.88,1.9426384332438613
2001-01-31,2001-01,Fernando Henrique II,0.254,0.40399999999999997,0.306,2002.0,2.2,3.6,508,612,1120,FHC 2,right,0,0,81.49,1693.07,197.045,0.62,45.38,1.95,102530.7,,10.486956521739133,540.74,-0.51,1.96,9.599999999999909,0.57,5.92,327.19,-3.14,10.75,0.57,-3.14,1.933280302277021
2001-02-28,2001-02,Fernando Henrique II,0.262,0.39799999999999996,0.295,2002.0,2.2,4.5,524,590,1114,FHC 2,right,0,0,96.23,1700.86,197.491,0.23,45.91,2.0,101635.3,,10.486956521739133,538.1,2.56,1.95,7.789999999999964,0.46,6.27,327.65,-0.87,10.75,1.03,-4.01,1.9862631893290863
2001-03-31,2001-03,Fernando Henrique II,0.2965,0.3935,0.28300000000000003,1501.0,2.1,2.7,445,424,869,FHC 2,right,0,0,70.22,1707.32,198.606,0.56,46.25,2.09,108303.8,,10.486956521739133,535.53,4.5,2.0,6.460000000000036,0.38,6.44,328.03,6.56,16.98,1.41,2.55,2.0783024506873877
2001-04-30,2001-04,Fernando Henrique II,0.297,0.389,0.27899999999999997,2002.0,2.2,3.5,594,558,1152,FHC 2,right,0,0,112.88,1717.22,200.591,1.0,46.26,2.19,107572.0,,10.486956521739133,633.06,4.78,2.09,9.900000000000091,0.58,6.61,328.61,-0.68,17.72,1.99,1.87,2.171604692781865
2001-05-31,2001-05,Fernando Henrique II,0.2405,0.371,0.3405,1601.0,2.6,4.8,385,545,930,FHC 2,right,0,0,61.97,1724.26,202.324,0.86,47.4,2.3,111202.2,,10.486956521739133,629.47,5.02,2.19,7.039999999999964,0.41,7.04,329.02,3.37,12.64,2.4,5.24,2.2865252464893935
2001-06-30,2001-06,Fernando Henrique II,0.18566666666666665,0.35366666666666663,0.4383333333333333,1400.6666666666667,2.4,2.566666666666667,260,613,873,FHC 2,right,0,0,81.89,1733.23,204.31,0.98,47.08,2.38,104949.4,,10.486956521739133,625.72,3.48,2.3,8.970000000000027,0.52,7.35,329.54,-5.62,2.2,2.92,-0.38,2.3625149224035016
2001-07-31,2001-07,Fernando Henrique II,0.198,0.335,0.436,2002.0,2.2,3.1,396,872,1268,FHC 2,right,0,0,121.69,1756.28,207.341,1.48,48.26,2.47,110758.9,,10.486956521739133,618.85,3.78,2.38,23.049999999999955,1.33,7.05,330.87,5.54,7.11,4.25,5.16,2.424454751801046
2001-08-31,2001-08,Fernando Henrique II,0.217,0.353,0.4,2002.0,2.2,3.0,434,800,1234,FHC 2,right,0,0,146.83,1768.57,210.211,1.38,49.3,2.51,113064.7,,10.486956521739133,614.0,1.62,2.47,12.289999999999964,0.7,6.41,331.57,2.08,7.5,4.95,7.24,2.485600794438928
2001-09-30,2001-09,Fernando Henrique II,0.219,0.39033333333333337,0.3713333333333333,1400.6666666666667,2.4,2.2666666666666666,306,520,826,FHC 2,right,0,0,137.0,1773.52,210.853,0.31,49.9,2.67,108700.8,,10.486956521739133,611.31,6.37,2.51,4.9500000000000455,0.28,6.46,331.85,-3.86,8.37,5.23,3.38,2.659752692461109
2001-10-31,2001-10,Fernando Henrique II,0.22,0.389,0.364,2002.0,2.2,2.7,440,728,1168,FHC 2,right,0,0,145.02,1788.24,213.339,1.18,49.64,2.74,116139.0,,10.486956521739133,605.62,2.62,2.67,14.720000000000027,0.83,7.19,332.68,6.84,8.59,6.06,10.22,2.7092135277199247
2001-11-30,2001-11,Fernando Henrique II,0.24,0.39,0.36,1000.0,2.0,1.0,240,360,600,FHC 2,right,0,0,88.79,1800.94,215.685,1.1,48.38,2.54,117882.0,,10.486956521739133,597.91,-7.3,2.74,12.700000000000045,0.71,7.61,333.39,1.5,9.48,6.77,11.72,2.5150431933273754
