mes,mensal,presidente,positiva,regular,negativa,amostra,erro,nsnr,positiva_int,negativa_int,total_int,governo,bloco,mandato,eleicao,epu,ipca,igp,igpm,divida_publica,cambio,pib,pme,desocupacao,salario_real,cambio_var_mensal,cambio_lag,ipca_mes,ipca_var_mensal,ipca_var_anual,Inflacao_acumulada,pib_var_mensal,pib_var_anual,ipca_no_ano,pib_no_ano,cambio_defl
2020-03-31,2020-03,Jair Bolsonaro,0.33485,0.30343,0.31892,1336.5,2.9699999999999998,2.9050000000000002,447,426,873,BOLSONARO,right,0,0,368.9,5348.49,771.908,1.24,50.73,4.88,616335.3,,12.2,1150.93,12.44,4.34,3.7399999999997817,0.07,3.3,442.67,1.07,6.42,0.53,-4.63,4.875886879184571
2020-04-30,2020-04,Jair Bolsonaro,0.29936111111111113,0.2666277777777778,0.4057944444444444,1501.2222222222222,2.905555555555556,3.0027777777777778,449,609,1058,BOLSONARO,right,0,0,312.15,5331.91,778.101,0.8,51.79,5.33,555387.4,,12.6,1153.58,9.22,4.88,-16.579999999999927,-0.31,2.4,442.36,-9.89,-6.33,0.22,-14.52,5.349684020463437
2020-05-31,2020-05,Jair Bolsonaro,0.2887294117647059,0.23448235294117648,0.45034705882352943,1779.5882352941176,2.4817647058823527,2.908823529411765,513,801,1314,BOLSONARO,right,0,0,308.77,5311.65,780.28,0.28,54.07,5.64,561628.4,,12.9,1156.47,5.82,5.33,-20.26000000000022,-0.38,1.88,441.98,1.12,-7.11,-0.16,-13.4,5.665328247339891
2020-06-30,2020-06,Jair Bolsonaro,0.27854545454545454,0.20700000000000002,0.49127272727272725,1903.7272727272727,2.576363636363636,2.2181818181818183,530,935,1465,BOLSONARO,right,0,0,115.94,5325.46,792.429,1.56,56.74,5.2,591612.0,,13.3,1153.01,-7.8,5.64,13.8100000000004,0.26,2.13,442.24,5.34,-1.12,0.1,-8.06,5.1839218033113905
2020-07-31,2020-07,Jair Bolsonaro,0.31166666666666665,0.23,0.42783333333333334,1755.0,2.566666666666667,3.3000000000000003,546,750,1296,BOLSONARO,right,0,0,170.98,5344.63,810.083,2.23,58.76,5.28,629925.1,,13.8,1147.96,1.54,5.2,19.170000000000073,0.36,2.31,442.6,6.48,0.46,0.46,-1.58,5.257473096851335
2020-08-31,2020-08,Jair Bolsonaro,0.34055555555555556,0.24633333333333335,0.3881111111111111,1704.888888888889,2.488888888888889,2.4444444444444446,580,661,1241,BOLSONARO,right,0,0,263.14,5357.46,832.313,2.74,59.42,5.46,625222.8,,14.4,1143.84,3.41,5.28,12.829999999999927,0.24,2.44,442.84,-0.75,1.47,0.7,-2.33,5.4445331205107745
2020-09-30,2020-09,Jair Bolsonaro,0.3657142857142857,0.26999999999999996,0.34142857142857147,1819.2857142857142,2.4714285714285715,2.7142857142857144,665,621,1286,BOLSONARO,right,0,0,227.69,5391.75,868.442,4.34,60.16,5.4,636587.4,,14.6,1133.97,-1.1,5.46,34.289999999999964,0.64,3.14,443.48,1.82,3.65,1.34,-0.51,5.359300476947537
2020-10-31,2020-10,Jair Bolsonaro,0.381,0.264625,0.33225,1676.0,2.575,2.1875,638,556,1194,BOLSONARO,right,0,0,345.44,5438.12,896.505,3.23,60.13,5.63,659383.4,,14.3,1123.97,4.26,5.4,46.36999999999989,0.86,3.92,444.34,3.58,2.81,2.2,3.07,5.573468173706128
2020-11-30,2020-11,Jair Bolsonaro,0.3498571428571428,0.24357142857142858,0.3828571428571429,1592.2857142857142,2.6285714285714286,2.5142857142857147,557,609,1166,BOLSONARO,right,0,0,265.05,5486.52,925.887,3.28,61.73,5.42,662205.1,,14.1,1113.4,-3.73,5.63,48.400000000000546,0.89,4.31,445.23,0.43,4.31,3.09,3.5,5.363366042224205
2020-12-31,2020-12,Jair Bolsonaro,0.37200000000000005,0.24233333333333332,0.3655,2007.6666666666667,2.1999999999999997,2.3333333333333335,746,733,1479,BOLSONARO,right,0,0,324.88,5560.59,934.758,0.96,62.7,5.15,681911.7,,13.9,1097.37,-4.98,5.42,74.06999999999971,1.35,4.52,446.58,2.98,5.5,4.44,6.48,5.068080907745436
2021-01-31,2021-01,Jair Bolsonaro,0.314125,0.2305,0.43325,1938.125,2.4,2.25,608,839,1447,BOLSONARO,right,0,0,204.15,5574.49,958.844,2.58,61.16,5.36,651778.2,,14.2,1152.02,4.08,5.15,13.899999999999636,0.25,4.56,446.83,-4.42,5.51,0.25,-4.42,5.344139650872819
2021-02-28,2021-02,Jair Bolsonaro,0.30875,0.24875,0.4175,1650.5,2.6125,2.675,509,689,1198,BOLSONARO,right,0,0,201.58,5622.43,983.063,2.53,61.15,5.42,672534.5,,14.4,1142.65,1.12,5.36,47.94000000000051,0.86,5.2,447.69,3.18,10.29,1.11,-1.24,5.365258774538965
2021-03-31,2021-03,Jair Bolsonaro,0.27090000000000003,0.21749999999999997,0.4951,2150.1,2.42,1.8,582,1064,1646,BOLSONARO,right,0,0,184.38,5674.72,1011.948,2.94,60.41,5.65,723710.0,,14.7,1132.91,4.24,5.42,52.289999999999964,0.93,6.1,448.62,7.61,17.42,2.04,6.37,5.5887248588130385
2021-04-30,2021-04,Jair Bolsonaro,0.2435,0.22,0.51875,2307.75,2.25,1.75,561,1197,1758,BOLSONARO,right,0,0,143.51,5692.31,1027.211,1.51,59.74,5.56,696137.3,,14.7,1128.62,-1.59,5.65,17.590000000000146,0.31,6.76,448.93,-3.81,25.34,2.35,2.56,5.539726846774997
2021-05-31,2021-05,Jair Bolsonaro,0.2688888888888889,0.21811111111111112,0.4934444444444444,2089.6666666666665,2.2666666666666666,1.7875,561,1031,1592,BOLSONARO,right,0,0,115.98,5739.56,1069.289,4.1,59.73,5.29,688826.2,,14.6,1117.89,-4.86,5.56,47.25,0.83,8.06,449.76,-1.05,22.65,3.18,1.51,5.238222751165328
2021-06-30,2021-06,Jair Bolsonaro,0.2712125,0.2081625,0.5018750000000001,1936.75,2.4625,1.95,525,972,1497,BOLSONARO,right,0,0,200.04,5769.98,1075.733,0.6,60.82,5.03,693196.2,,14.1,1111.22,-4.91,5.29,30.419999999999163,0.53,8.35,450.29,0.63,17.17,3.71,2.14,4.998209489704566
2021-07-31,2021-07,Jair Bolsonaro,0.2548333333333333,0.20633333333333334,0.5213333333333333,1926.5,2.5083333333333333,1.7333333333333334,490,1004,1494,BOLSONARO,right,0,0,62.59,5825.37,1084.095,0.78,60.32,5.16,720941.7,,13.7,1100.0,2.58,5.03,55.39000000000033,0.96,8.99,451.25,4.0,14.45,4.67,6.14,5.101426307448494
2021-08-31,2021-08,Jair Bolsonaro,0.26,0.194,0.514,1900.0,2.6399999999999997,3.0,494,976,1470,BOLSONARO,right,0,0,80.26,5876.05,1091.29,0.66,60.32,5.25,720941.7,,13.7,1100.0,1.74,5.16,50.68000000000029,0.87,9.68,452.12,4.0,14.45,5.54,6.14,5.196093982353525
2021-09-30,2021-09,Jair Bolsonaro,0.24425,0.17350000000000002,0.55525,2664.375,2.3375,2.575,650,1479,2129,BOLSONARO,right,0,0,80.26,5876.05,1084.31,0.66,60.32,5.28,720941.7,,13.7,1100.0,0.57,5.25,0.0,0.0,8.98,452.12,4.0,14.45,5.54,6.14,5.28
