date;turno;previsto;candidato;hdi_50_lower;hdi_50_higher;hdi_90_lower;hdi_90_higher
2021-06-06;1;0,101;Branco/Nulo;0,080;0,084;0,077;0,087
2021-06-13;1;0,099;Branco/Nulo;0,078;0,082;0,075;0,086
2021-06-20;1;0,099;Branco/Nulo;0,078;0,082;0,075;0,086
2021-06-27;1;0,097;Branco/Nulo;0,076;0,080;0,074;0,084
2021-07-04;1;0,108;Branco/Nulo;0,079;0,084;0,076;0,087
2021-07-11;1;0,100;Branco/Nulo;0,079;0,083;0,076;0,086
2021-07-18;1;0,107;Branco/Nulo;0,083;0,087;0,080;0,091
2021-07-25;1;0,107;Branco/Nulo;0,083;0,087;0,080;0,091
2021-08-01;1;0,090;Branco/Nulo;0,080;0,085;0,077;0,088
2021-08-08;1;0,085;Branco/Nulo;0,076;0,080;0,073;0,084
2021-08-15;1;0,085;Branco/Nulo;0,076;0,080;0,073;0,084
2021-08-22;1;0,085;Branco/Nulo;0,076;0,080;0,073;0,083
2021-08-29;1;0,085;Branco/Nulo;0,076;0,080;0,073;0,083
2021-09-05;1;0,086;Branco/Nulo;0,076;0,080;0,073;0,084
2021-09-12;1;0,095;Branco/Nulo;0,080;0,084;0,077;0,088
2021-09-19;1;0,097;Branco/Nulo;0,082;0,087;0,079;0,090
2021-09-26;1;0,084;Branco/Nulo;0,071;0,075;0,068;0,078
2021-10-03;1;0,063;Branco/Nulo;0,080;0,086;0,076;0,091
2021-10-10;1;0,080;Branco/Nulo;0,083;0,090;0,078;0,095
2021-10-17;1;0,080;Branco/Nulo;0,083;0,090;0,078;0,095
2021-10-24;1;0,083;Branco/Nulo;0,086;0,093;0,081;0,098
2021-10-31;1;0,070;Branco/Nulo;0,070;0,078;0,065;0,085
