mean;sd;hdi_3%;hdi_97%;mcse_mean;mcse_sd;ess_bulk;ess_tail;r_hat
-0.03;0.19;-0.4;0.31;0.0;0.0;10317.64;7101.76;1.0
0.09;0.18;-0.25;0.43;0.0;0.0;9698.73;6727.21;1.0
0.06;0.2;-0.3;0.43;0.0;0.0;10114.04;6314.47;1.0
-0.02;0.19;-0.38;0.35;0.0;0.0;10068.36;6120.0;1.0
-0.11;0.18;-0.46;0.21;0.0;0.0;8867.46;7165.94;1.0
-0.25;0.17;-0.56;0.08;0.0;0.0;8631.95;6705.76;1.0
-0.28;0.18;-0.61;0.06;0.0;0.0;9192.23;6721.15;1.0
-0.44;0.18;-0.79;-0.12;0.0;0.0;9528.66;6864.27;1.0
-0.43;0.18;-0.76;-0.09;0.0;0.0;9365.82;6203.44;1.0
-0.47;0.19;-0.82;-0.12;0.0;0.0;9748.69;6501.85;1.0
-0.44;0.2;-0.82;-0.09;0.0;0.0;9975.93;6436.1;1.0
-0.41;0.19;-0.78;-0.07;0.0;0.0;8827.98;7183.75;1.0
-0.3;0.19;-0.66;0.08;0.0;0.0;9328.61;6327.71;1.0
-0.2;0.18;-0.54;0.13;0.0;0.0;8674.39;6238.41;1.0
-0.17;0.18;-0.51;0.17;0.0;0.0;8435.82;6661.39;1.0
-0.17;0.18;-0.53;0.15;0.0;0.0;8603.33;6800.92;1.0
-0.09;0.18;-0.43;0.23;0.0;0.0;9097.43;6242.58;1.0
0.0;0.19;-0.36;0.36;0.0;0.0;10086.71;5794.66;1.0
0.01;0.17;-0.32;0.33;0.0;0.0;9525.48;6389.49;1.0
0.13;0.17;-0.19;0.45;0.0;0.0;9082.74;6680.61;1.0
0.19;0.17;-0.13;0.52;0.0;0.0;9367.44;6381.37;1.0
0.29;0.18;-0.04;0.63;0.0;0.0;10464.9;6226.15;1.0
0.4;0.2;0.03;0.79;0.0;0.0;11238.16;6684.69;1.0
0.4;0.28;-0.1;0.95;0.0;0.0;13461.16;6372.76;1.0
0.4;0.34;-0.24;1.04;0.0;0.0;15467.9;6251.77;1.0
0.4;0.39;-0.3;1.16;0.0;0.0;16661.97;5440.3;1.0
0.4;0.44;-0.41;1.23;0.0;0.0;17109.71;5870.22;1.0
0.4;0.48;-0.52;1.27;0.0;0.0;17912.46;5994.14;1.0
0.4;0.52;-0.55;1.37;0.0;0.0;19516.4;6347.33;1.0
0.4;0.56;-0.67;1.42;0.0;0.01;20204.97;6075.9;1.0
0.4;0.59;-0.69;1.5;0.0;0.01;20227.33;6617.46;1.0
0.0;0.0;0.0;0.0;0.0;0.0;8000.0;8000.0;
0.23;0.14;-0.03;0.49;0.0;0.0;15110.92;6111.19;1.0
0.36;0.15;0.07;0.64;0.0;0.0;12731.89;6137.79;1.0
0.37;0.18;0.03;0.69;0.0;0.0;12089.58;6287.44;1.0
0.45;0.19;0.11;0.8;0.0;0.0;11482.68;6369.95;1.0
0.46;0.19;0.1;0.8;0.0;0.0;10538.72;6882.33;1.0
0.48;0.19;0.12;0.85;0.0;0.0;9529.59;7070.86;1.0
0.51;0.2;0.14;0.89;0.0;0.0;9585.31;6935.43;1.0
0.58;0.19;0.2;0.92;0.0;0.0;9525.23;6700.21;1.0
0.63;0.19;0.26;0.99;0.0;0.0;9921.03;6558.1;1.0
0.71;0.19;0.34;1.05;0.0;0.0;9864.46;6873.37;1.0
0.83;0.18;0.48;1.15;0.0;0.0;8847.19;7206.97;1.0
0.85;0.19;0.48;1.2;0.0;0.0;8986.08;6832.87;1.0
0.94;0.18;0.6;1.29;0.0;0.0;8416.87;6655.37;1.0
1.15;0.18;0.82;1.48;0.0;0.0;8532.1;6842.99;1.0
1.28;0.19;0.93;1.64;0.0;0.0;9704.26;6676.42;1.0
1.38;0.18;1.02;1.71;0.0;0.0;8890.91;7088.34;1.0
1.39;0.19;1.03;1.76;0.0;0.0;10300.44;7066.38;1.0
1.33;0.18;1.0;1.68;0.0;0.0;8558.83;6913.91;1.0
1.43;0.19;1.06;1.8;0.0;0.0;9839.97;7027.66;1.0
1.4;0.19;1.05;1.75;0.0;0.0;8797.36;6456.03;1.0
1.47;0.18;1.13;1.81;0.0;0.0;8943.35;6993.64;1.0
1.55;0.2;1.18;1.93;0.0;0.0;10069.93;6967.32;1.0
1.55;0.19;1.21;1.89;0.0;0.0;8892.96;6598.37;1.0
1.56;0.18;1.22;1.88;0.0;0.0;8315.61;6896.32;1.0
1.47;0.19;1.12;1.83;0.0;0.0;9861.95;6680.49;1.0
1.5;0.2;1.13;1.89;0.0;0.0;10459.57;7033.84;1.0
1.52;0.21;1.15;1.92;0.0;0.0;10019.0;6866.28;1.0
1.57;0.2;1.18;1.95;0.0;0.0;9377.94;6830.41;1.0
1.6;0.21;1.22;1.99;0.0;0.0;9568.31;7047.08;1.0
1.59;0.2;1.2;1.97;0.0;0.0;9830.82;7073.46;1.0
1.63;0.19;1.28;2.0;0.0;0.0;9237.35;7224.23;1.0
1.73;0.19;1.38;2.11;0.0;0.0;9903.53;6031.73;1.0
1.77;0.19;1.42;2.12;0.0;0.0;10355.48;7038.79;1.0
1.83;0.18;1.5;2.19;0.0;0.0;9860.22;6676.57;1.0
1.94;0.19;1.6;2.29;0.0;0.0;9086.72;6907.58;1.0
2.0;0.21;1.62;2.42;0.0;0.0;11089.88;7113.16;1.0
2.02;0.24;1.56;2.45;0.0;0.0;11594.68;6947.11;1.0
2.02;0.3;1.45;2.58;0.0;0.0;15099.48;6573.56;1.0
2.02;0.36;1.35;2.7;0.0;0.0;16117.67;6630.18;1.0
2.02;0.4;1.29;2.8;0.0;0.0;16871.85;6117.09;1.0
2.02;0.45;1.19;2.86;0.0;0.0;16584.09;6299.85;1.0
2.02;0.48;1.09;2.9;0.0;0.0;17289.53;6439.44;1.0
2.02;0.52;1.01;2.99;0.0;0.0;16606.24;5884.7;1.0
2.02;0.55;1.0;3.07;0.0;0.0;16940.52;5669.02;1.0
2.02;0.59;0.91;3.13;0.0;0.0;18211.45;5924.41;1.0
2.02;0.62;0.88;3.2;0.0;0.0;18321.22;5723.81;1.0
0.0;0.0;0.0;0.0;0.0;0.0;8000.0;8000.0;
0.26;0.14;0.01;0.52;0.0;0.0;12290.09;6371.81;1.0
0.31;0.17;-0.02;0.62;0.0;0.0;13853.28;6731.38;1.0
0.34;0.18;-0.0;0.68;0.0;0.0;11793.89;6530.05;1.0
0.44;0.17;0.12;0.76;0.0;0.0;10489.81;6868.32;1.0
0.54;0.19;0.18;0.89;0.0;0.0;10289.35;6623.07;1.0
0.69;0.19;0.34;1.07;0.0;0.0;10624.16;6756.56;1.0
0.81;0.2;0.43;1.17;0.0;0.0;10046.97;6650.75;1.0
0.84;0.2;0.47;1.21;0.0;0.0;10081.62;6646.35;1.0
0.93;0.2;0.55;1.29;0.0;0.0;9849.19;6755.97;1.0
0.9;0.2;0.54;1.28;0.0;0.0;9695.89;6655.03;1.0
0.88;0.2;0.49;1.25;0.0;0.0;9503.36;6727.44;1.0
0.91;0.2;0.52;1.28;0.0;0.0;10055.54;6467.71;1.0
0.91;0.2;0.55;1.3;0.0;0.0;9780.59;7272.31;1.0
0.86;0.19;0.51;1.2;0.0;0.0;9147.77;6757.08;1.0
0.78;0.19;0.42;1.12;0.0;0.0;9519.73;7104.99;1.0
0.38;0.18;0.06;0.72;0.0;0.0;8078.99;6154.35;1.0
-0.05;0.19;-0.41;0.3;0.0;0.0;8569.26;6600.81;1.0
-0.04;0.2;-0.4;0.34;0.0;0.0;8410.1;5714.57;1.0
-0.05;0.19;-0.41;0.31;0.0;0.0;8425.44;6805.78;1.0
-0.02;0.2;-0.39;0.37;0.0;0.0;9397.8;6604.92;1.0
0.01;0.19;-0.33;0.37;0.0;0.0;8359.63;7203.84;1.0
0.03;0.2;-0.33;0.4;0.0;0.0;8680.61;6368.7;1.0
-0.02;0.19;-0.37;0.33;0.0;0.0;8842.71;7264.78;1.0
-0.1;0.2;-0.47;0.27;0.0;0.0;9396.38;6228.9;1.0
-0.15;0.18;-0.5;0.18;0.0;0.0;8269.24;6493.38;1.0
-0.17;0.19;-0.52;0.19;0.0;0.0;8479.95;6636.07;1.0
-0.21;0.18;-0.55;0.14;0.0;0.0;8180.97;6268.99;1.0
-0.2;0.18;-0.53;0.14;0.0;0.0;8382.72;6623.43;1.0
-0.18;0.17;-0.5;0.15;0.0;0.0;7893.82;7139.16;1.0
-0.08;0.17;-0.4;0.23;0.0;0.0;7813.8;6970.31;1.0
0.05;0.17;-0.25;0.38;0.0;0.0;7942.49;6609.27;1.0
0.08;0.2;-0.27;0.46;0.0;0.0;9470.52;6649.3;1.0
0.08;0.27;-0.42;0.6;0.0;0.0;12858.56;6033.89;1.0
0.08;0.34;-0.54;0.72;0.0;0.0;13876.03;5985.46;1.0
0.08;0.39;-0.67;0.79;0.0;0.0;14735.75;5641.08;1.0
0.08;0.44;-0.75;0.88;0.0;0.01;16333.25;5635.55;1.0
0.08;0.47;-0.76;1.0;0.0;0.01;17035.25;6219.16;1.0
0.08;0.5;-0.83;1.04;0.0;0.01;18694.34;5892.25;1.0
0.08;0.54;-0.9;1.1;0.0;0.01;19451.1;5991.68;1.0
0.08;0.57;-1.02;1.1;0.0;0.01;19228.34;6109.5;1.0
0.08;0.6;-1.01;1.23;0.0;0.01;19444.13;6136.05;1.0
0.08;0.62;-1.1;1.25;0.0;0.01;18797.91;6081.18;1.0
0.08;0.65;-1.13;1.29;0.0;0.01;18134.43;5939.77;1.0
0.08;0.67;-1.17;1.34;0.01;0.01;17863.86;6448.61;1.0
0.08;0.69;-1.23;1.35;0.01;0.01;17674.12;6184.39;1.0
0.08;0.72;-1.24;1.44;0.01;0.01;17870.78;6131.09;1.0
0.0;0.0;0.0;0.0;0.0;0.0;8000.0;8000.0;
-0.53;0.13;-0.78;-0.27;0.0;0.0;11333.86;6666.88;1.0
-0.78;0.16;-1.08;-0.49;0.0;0.0;10714.51;6997.63;1.0
-0.86;0.19;-1.23;-0.52;0.0;0.0;11778.11;6458.76;1.0
-0.95;0.21;-1.35;-0.56;0.0;0.0;12711.97;6544.75;1.0
-1.09;0.19;-1.43;-0.72;0.0;0.0;9766.61;6814.28;1.0
-1.17;0.2;-1.56;-0.8;0.0;0.0;9256.7;7145.68;1.0
-1.22;0.21;-1.62;-0.82;0.0;0.0;9345.95;6761.71;1.0
-1.26;0.22;-1.69;-0.83;0.0;0.0;9339.62;7054.32;1.0
-1.25;0.21;-1.64;-0.84;0.0;0.0;8521.12;6372.52;1.0
-1.22;0.21;-1.61;-0.83;0.0;0.0;8043.7;7029.67;1.0
-1.16;0.21;-1.56;-0.76;0.0;0.0;8542.85;7260.57;1.0
-1.12;0.22;-1.49;-0.69;0.0;0.0;8602.86;6817.95;1.0
-1.15;0.21;-1.54;-0.76;0.0;0.0;8403.1;7308.81;1.0
-1.17;0.21;-1.56;-0.79;0.0;0.0;8758.82;7232.39;1.0
-1.17;0.2;-1.54;-0.79;0.0;0.0;8188.57;6194.99;1.0
-1.13;0.21;-1.53;-0.74;0.0;0.0;8882.36;6880.48;1.0
-1.12;0.25;-1.59;-0.67;0.0;0.0;10186.86;7033.36;1.0
-1.12;0.31;-1.74;-0.56;0.0;0.0;12978.77;6894.84;1.0
-1.12;0.37;-1.8;-0.43;0.0;0.0;15091.98;6640.59;1.0
-1.12;0.41;-1.92;-0.37;0.0;0.0;16067.73;6687.93;1.0
-1.12;0.45;-2.02;-0.31;0.0;0.0;16817.57;5821.54;1.0
-1.12;0.49;-2.04;-0.21;0.0;0.0;17100.52;6604.78;1.0
-1.13;0.52;-2.1;-0.15;0.0;0.0;18051.32;6210.15;1.0
-1.13;0.56;-2.15;-0.07;0.0;0.0;18400.59;6438.7;1.0
-1.13;0.58;-2.22;-0.04;0.0;0.0;17687.18;6092.6;1.0
-1.13;0.61;-2.34;-0.06;0.0;0.0;18093.6;6002.7;1.0
-1.13;0.63;-2.27;0.1;0.0;0.0;17535.69;6097.49;1.0
-1.13;0.66;-2.37;0.11;0.0;0.0;17577.63;6011.88;1.0
-1.13;0.68;-2.43;0.13;0.01;0.0;17026.64;6214.45;1.0
-1.13;0.71;-2.42;0.21;0.01;0.01;17739.66;5793.2;1.0
-1.13;0.73;-2.47;0.28;0.01;0.01;18312.93;5424.03;1.0
-1.13;0.76;-2.46;0.38;0.01;0.01;18496.29;5248.39;1.0
-1.12;0.79;-2.59;0.34;0.01;0.01;18836.29;5348.68;1.0
-1.13;0.8;-2.59;0.41;0.01;0.01;18849.77;5327.78;1.0
-1.13;0.83;-2.7;0.4;0.01;0.01;18614.06;5405.83;1.0
-1.13;0.84;-2.7;0.45;0.01;0.01;19898.22;5524.75;1.0
-1.13;0.86;-2.75;0.47;0.01;0.01;20593.46;5613.71;1.0
-1.13;0.88;-2.84;0.47;0.01;0.01;20638.39;5589.68;1.0
-1.12;0.9;-2.77;0.58;0.01;0.01;21316.07;5653.94;1.0
-1.13;0.92;-2.81;0.63;0.01;0.01;21848.31;5624.7;1.0
-1.12;0.94;-2.86;0.64;0.01;0.01;20090.13;5818.24;1.0
-1.12;0.96;-2.94;0.63;0.01;0.01;22018.79;5820.46;1.0
-1.12;0.99;-3.03;0.65;0.01;0.01;21616.9;5726.69;1.0
-1.12;1.0;-2.94;0.79;0.01;0.01;21068.86;5446.26;1.0
-1.12;1.02;-3.01;0.81;0.01;0.01;19963.64;5535.26;1.0
-1.12;1.03;-3.0;0.85;0.01;0.01;20256.51;5928.17;1.0
0.0;0.0;0.0;0.0;0.0;0.0;8000.0;8000.0;
-0.45;0.14;-0.72;-0.18;0.0;0.0;11039.95;6130.52;1.0
-0.57;0.17;-0.88;-0.23;0.0;0.0;11592.03;6071.32;1.0
-0.6;0.2;-0.97;-0.21;0.0;0.0;12316.26;6279.42;1.0
-0.58;0.21;-0.97;-0.18;0.0;0.0;11869.07;6850.08;1.0
-0.56;0.2;-0.94;-0.18;0.0;0.0;11285.96;7113.91;1.0
-0.62;0.21;-0.99;-0.2;0.0;0.0;10220.42;6682.43;1.0
-0.65;0.19;-1.0;-0.3;0.0;0.0;8514.96;7385.87;1.0
-0.69;0.2;-1.08;-0.31;0.0;0.0;9545.07;6713.26;1.0
-0.79;0.21;-1.19;-0.41;0.0;0.0;9398.66;7110.83;1.0
-0.92;0.22;-1.33;-0.53;0.0;0.0;9263.73;7078.17;1.0
-1.11;0.22;-1.52;-0.69;0.0;0.0;9183.64;6072.79;1.0
-1.32;0.23;-1.77;-0.89;0.0;0.0;9198.54;6698.98;1.0
-1.49;0.23;-1.92;-1.05;0.0;0.0;8925.78;7241.97;1.0
-1.66;0.23;-2.08;-1.22;0.0;0.0;8823.49;6632.34;1.0
-1.8;0.23;-2.23;-1.35;0.0;0.0;8337.0;6348.69;1.0
-1.83;0.22;-2.25;-1.44;0.0;0.0;7551.79;6538.7;1.0
-1.82;0.24;-2.25;-1.36;0.0;0.0;8709.49;7105.77;1.0
-1.84;0.25;-2.32;-1.4;0.0;0.0;9573.31;7138.52;1.0
-1.79;0.24;-2.24;-1.33;0.0;0.0;9201.23;6472.75;1.0
-1.79;0.24;-2.25;-1.34;0.0;0.0;9634.84;7023.02;1.0
-1.84;0.24;-2.32;-1.41;0.0;0.0;9051.96;6899.77;1.0
-1.86;0.23;-2.3;-1.44;0.0;0.0;8165.39;7626.18;1.0
-1.86;0.23;-2.29;-1.43;0.0;0.0;8414.51;7175.88;1.0
-1.86;0.22;-2.28;-1.45;0.0;0.0;9099.63;7394.8;1.0
-1.84;0.22;-2.28;-1.45;0.0;0.0;9592.66;7025.99;1.0
-1.8;0.22;-2.22;-1.39;0.0;0.0;9519.92;6220.1;1.0
-1.77;0.21;-2.18;-1.4;0.0;0.0;9058.91;6599.4;1.0
-1.74;0.2;-2.12;-1.37;0.0;0.0;7790.39;6917.19;1.0
-1.56;0.24;-2.02;-1.13;0.0;0.0;10313.08;7051.36;1.0
-1.47;0.26;-1.94;-1.01;0.0;0.0;10428.8;7052.52;1.0
-1.47;0.31;-2.09;-0.9;0.0;0.0;12495.71;6344.37;1.0
-1.47;0.37;-2.15;-0.75;0.0;0.0;13139.57;6037.17;1.0
-1.47;0.41;-2.24;-0.68;0.0;0.0;14987.66;6248.5;1.0
-1.48;0.45;-2.36;-0.64;0.0;0.0;16350.13;6161.33;1.0
-1.48;0.49;-2.39;-0.53;0.0;0.0;17048.3;6444.39;1.0
-1.48;0.53;-2.49;-0.5;0.0;0.0;18573.69;6220.13;1.0
-1.48;0.57;-2.56;-0.45;0.0;0.0;19753.14;6419.99;1.0
-1.48;0.6;-2.59;-0.34;0.0;0.0;20146.68;6698.45;1.0
-1.48;0.63;-2.68;-0.33;0.0;0.0;19709.46;6004.14;1.0
-1.48;0.66;-2.75;-0.25;0.0;0.0;20321.27;5767.55;1.0
-1.48;0.69;-2.81;-0.21;0.0;0.0;20646.05;5601.12;1.0
-1.48;0.72;-2.84;-0.13;0.01;0.0;20253.11;5614.71;1.0
-1.47;0.74;-2.82;-0.03;0.01;0.0;19471.35;5726.11;1.0
-1.47;0.76;-2.94;-0.08;0.01;0.0;19016.26;5903.42;1.0
-1.47;0.79;-2.96;0.02;0.01;0.01;19406.31;5406.92;1.0
-1.47;0.81;-3.0;0.06;0.01;0.01;20157.41;5329.01;1.0
0.0;0.0;0.0;0.0;0.0;0.0;8000.0;8000.0;
-0.11;0.11;-0.33;0.1;0.0;0.0;12977.32;6582.69;1.0
-0.25;0.13;-0.48;-0.01;0.0;0.0;11771.57;6727.37;1.0
-0.31;0.13;-0.56;-0.06;0.0;0.0;9058.44;6641.23;1.0
-0.24;0.14;-0.52;0.01;0.0;0.0;8846.1;6650.78;1.0
-0.23;0.15;-0.5;0.04;0.0;0.0;9203.73;6991.45;1.0
-0.18;0.15;-0.46;0.08;0.0;0.0;8414.73;6870.33;1.0
-0.21;0.14;-0.49;0.05;0.0;0.0;7424.32;6195.06;1.0
-0.19;0.15;-0.48;0.08;0.0;0.0;7552.02;6724.71;1.0
-0.27;0.15;-0.56;0.0;0.0;0.0;7639.52;6905.41;1.0
-0.25;0.15;-0.53;0.03;0.0;0.0;7893.0;6036.15;1.0
-0.26;0.15;-0.54;0.01;0.0;0.0;7603.7;7078.42;1.0
-0.23;0.16;-0.54;0.05;0.0;0.0;8101.84;6692.92;1.0
-0.18;0.15;-0.44;0.12;0.0;0.0;7375.58;6789.48;1.0
-0.33;0.15;-0.63;-0.08;0.0;0.0;7659.55;6668.48;1.0
-0.51;0.14;-0.79;-0.24;0.0;0.0;7772.84;6535.39;1.0
-0.59;0.15;-0.86;-0.32;0.0;0.0;7452.69;5784.33;1.0
-0.53;0.15;-0.8;-0.24;0.0;0.0;7142.61;6941.58;1.0
-0.4;0.15;-0.69;-0.11;0.0;0.0;7360.82;6442.09;1.0
-0.32;0.15;-0.61;-0.04;0.0;0.0;7353.53;6425.03;1.0
-0.18;0.15;-0.46;0.1;0.0;0.0;7249.78;6995.94;1.0
-0.19;0.15;-0.47;0.09;0.0;0.0;7407.97;6356.83;1.0
-0.26;0.16;-0.56;0.02;0.0;0.0;7118.17;6351.09;1.0
-0.24;0.15;-0.54;0.04;0.0;0.0;7983.69;6578.25;1.0
-0.39;0.15;-0.69;-0.12;0.0;0.0;7138.13;6771.63;1.0
-0.4;0.15;-0.69;-0.12;0.0;0.0;7583.39;6781.94;1.0
-0.58;0.15;-0.88;-0.3;0.0;0.0;7683.4;6871.98;1.0
-0.59;0.16;-0.9;-0.28;0.0;0.0;8020.34;5791.75;1.0
-0.55;0.15;-0.83;-0.25;0.0;0.0;7266.38;6322.58;1.0
-0.58;0.15;-0.87;-0.29;0.0;0.0;6969.38;6275.16;1.0
-0.65;0.15;-0.94;-0.37;0.0;0.0;7335.83;6549.34;1.0
-0.69;0.16;-0.99;-0.39;0.0;0.0;7965.7;6402.51;1.0
-0.7;0.15;-1.0;-0.42;0.0;0.0;7587.07;6426.71;1.0
-0.72;0.17;-1.03;-0.41;0.0;0.0;8220.78;6784.56;1.0
-0.69;0.16;-0.99;-0.4;0.0;0.0;8424.51;6521.64;1.0
-0.69;0.24;-1.16;-0.24;0.0;0.0;11858.85;6678.81;1.0
-0.69;0.31;-1.26;-0.1;0.0;0.0;14092.51;5820.57;1.0
-0.69;0.36;-1.39;-0.03;0.0;0.0;15466.65;5849.93;1.0
-0.69;0.41;-1.47;0.06;0.0;0.0;17102.55;5949.05;1.0
-0.69;0.46;-1.61;0.11;0.0;0.0;18164.84;6007.38;1.0
-0.69;0.5;-1.61;0.28;0.0;0.0;18839.09;5659.18;1.0
-0.69;0.53;-1.66;0.34;0.0;0.0;18932.89;5491.73;1.0
-0.69;0.56;-1.76;0.34;0.0;0.0;19261.68;5768.48;1.0
-0.69;0.59;-1.8;0.42;0.0;0.0;18965.77;5448.08;1.0
-0.69;0.62;-1.86;0.45;0.0;0.0;19647.89;5530.91;1.0
-0.69;0.65;-1.93;0.52;0.0;0.01;20313.89;5558.15;1.0
-0.69;0.67;-1.98;0.55;0.0;0.01;20704.23;5798.45;1.0
97.96;6.67;85.96;110.57;0.07;0.05;9900.15;6656.89;1.0
